
[0057]  [079]  []  []

-Z/14/210/t1	{ΓΑΛΗΝΟΥ ΠΡΟΣ ΠΙΣΩΝΑ ΠΕΡΙ 
-Z/14/243/15	τοῖς τῶν μερῶν ἐκείνων ὁμοίως ἔτι πρὸς τὸ βοηθεῖν τὴν 
-Z/14/243/16	ἰσχὺν ἔχει. ἐπέδειξα γὰρ, ὡς οἶμαι, φιλοπόνως ὅτι καὶ 
-Z/14/243/17	ὅλα μὲν τὰ ζῶα τοῖς ἀνθρώποις βοηθεῖ ποτε, ἔσθ' 
-Z/14/243/18	ὅτε δὲ καὶ αὐτὰ μόνα τὰ μέρη. ἐνίοτε δὲ καὶ τῶν μερῶν 
-Z/14/243/19	αὐτῶν τὰ οὕτω μικρὰ μόρια.  
-Z/14/244/1	  [Πῶς τὰ βλαβερὰ ἐνίοτε ἔχουσιν ὠφελεῖν· 
-Z/14/244/2	μίαν τε ἐκ πολλῶν γίγνεσθαι ποιότητα ἐν τοῖς μικτοῖς φαρ-
-Z/14/244/3	μάκοις.] Ἐκεῖνο δὲ ἀναζητῆσαι τῷ λόγῳ μᾶλλόν ἐστιν 
-Z/14/244/4	ἀναγκαῖον, ὅπερ καὶ τοῖς πολλοῖς θαυμασίας ἄξιον εἶναι 
-Z/14/244/5	δοκεῖ. αὐτὰ γὰρ τὰ θηρία ὄντα τοῖς σώμασι πολέμια καὶ 
-Z/14/244/6	οὕτω τὸν ἄνθρωπον ἀναιροῦντα ὀξέως, πῶς πάλιν αὐτὰ 
-Z/14/244/7	τοῖς ὑπ' αὐτῶν γενομένοις δήγμασι βοηθεῖν δύναται, καὶ 
-Z/14/244/8	μόνα διασώζειν ἐκ τοῦ τοιούτου κακοῦ τὸν ἄνθρωπον; καί 
-Z/14/244/9	φησί τις ἀρχαῖος λόγος ὅτι τινὰ τῶν ζώων ὁμιλήσαντα 
-Z/14/244/10	μὲν ἐν τῷ δάκνειν τῷ ἐκ τοῦ δήγματος ἀποκρινομένῳ ἀν-
-Z/14/244/11	θρωπείῳ αἵματι ἀναιρεῖ τοὺς δακνομένους. μὴ γευσάμενα 
-Z/14/244/12	δὲ τοῦ αἵματος, ἀλλ' οὕτως ἐσθιόμενα, τοὺς δηχθέντας δια-
-Z/14/244/13	σώζειν πέφυκεν. ὥσπερ καὶ ἐπὶ τοῦ ἑλενίου μὲν ὑπὸ τῶν 
-Z/14/244/14	Ἑλλήνων, ὑπὸ δὲ τῶν ἐπιχωρίων νίκου ἢ νίνου καλουμένου, 
-Z/14/244/15	τὸ αὐτὸ ἱστορεῖσθαι λέγουσι. φασὶ γὰρ τοὺς Δάκας καὶ 
-Z/14/244/16	τοὺς Δαλμάτας περιπάττειν αὐτὸ ταῖς ἀκίσι τῶν βελῶν, καὶ 
-Z/14/244/17	οὕτως ὁμιλῆσαν μὲν τῷ αἵματι τῶν τιτρωσκομένων ἀναιρεῖν 
-Z/14/244/18	δύνασθαι, ἐσθιόμενον δὲ ὑπ' αὐτῶν ἀβλαβὲς εἶναι, καὶ  
-Z/14/245/1	μηδὲ κακὸν αὐτοὺς ἐργάζεσθαι, καὶ τὰς ὑπ' αὐτῶν γε ἀναι-
-Z/14/245/2	ρουμένας ἐλάφους ἐν τῷ κατατοξεύεσθαι μηδ' αὐτὰς ἐσθιο-
-Z/14/245/3	μένας κακόν τι τοὺς ἐσθίοντας διατιθέναι λέγουσιν. ἀλλ' 
-Z/14/245/4	οὗτος ὁ λόγος οὐ δοκεῖ μοι αὐτάρκης εἶναι πρὸς τὴν εὕρε-
[0057]  [079]  []  []

-Z/14/245/5	σιν τοῦ ὑφ' ἡμῶν ζητουμένου, ἐμπειρικός τις ὢν καὶ μόνον 
-Z/14/245/6	τὸ γενόμενον διηγούμενος. καὶ γὰρ αὐτοὺς τοὺς ἐμπειρικοὺς 
-Z/14/245/7	οὐκ ἀποδέχομαι, ὅτι καὶ αὐτοὶ, ὥσπερ ἰδιῶται μόνον ὁρῶν-
-Z/14/245/8	τες τὸ βλεπόμενον, θαυμάζουσι μὲν τὸ γιγνόμενον, τοῦ δὲ 
-Z/14/245/9	γιγνομένου τὴν αἰτίαν ἀγνοοῦσιν. οἱ μὲν μηδὲ τὴν ἀρχὴν 
-Z/14/245/10	ἐπιζητοῦντες μαθεῖν, ἀλλ' ἀποκνοῦντες αὐτὴν εὑρεῖν τῷ λόγῳ, 
-Z/14/245/11	καὶ μόνον τῶν γιγνομένων ἀποπειρώμενοι, καὶ τὴν τῶν πολ-
-Z/14/245/12	λάκις ὁρωμένων ἐμπειρίαν ἀρκεῖν αὐτοῖς εἰς τὸ ἰατρεύειν 
-Z/14/245/13	λέγοντες, τὸν αὐτὸν ἔχουσιν, ὡς ὁρᾷς, τοῖς ἰδιώταις τοῦ 
-Z/14/245/14	θαύματος τρόπον. οἱ δὲ τούτων φιλοτιμότεροι ὁμολογοῦσι 
-Z/14/245/15	μὲν ὅτι χρή τι ἐπιστημονικώτερον τῶν ἰδιωτῶν εἰς τὰ τοι-
-Z/14/245/16	αῦτα ἔχειν τοὺς ἰατροὺς, εὑρεῖν δὲ ἀδυνατοῦντες, καὶ τὸ 
-Z/14/245/17	ζητεῖν περιττὸν εἶναι νομίζουσιν. ἀλλ' ἡμεῖς πλέον εἶναι 
-Z/14/245/18	τούτων τὸ φιλότιμον εἰς τὴν τέχνην ἔχοντες, καὶ τὰ γιγνό- 
-Z/14/246/1	μενα μόνον βλέπειν ἰδιωτικῶς μὴ θέλοντες, οὔτε τὴν ἐμ-
-Z/14/246/2	πειρίαν ἐκβάλλομεν καὶ συναρμόζοντες αὐτῇ τὸν λόγον ὅταν 
-Z/14/246/3	ἐνδέχηται, τελείαν οὕτω καὶ λογικὴν ἀναγκαίως ἔχομεν 
-Z/14/246/4	τὴν τέχνην, οὐχ ἵνα μόνον εὕροιμεν, ὅπως γίνεται φιλοπο-
-Z/14/246/5	νοῦντες εὑρεῖν, ἀλλ' ἵνα τι καὶ εἰς τὴν θεραπείαν εὔχρηστον 
-Z/14/246/6	ἐκ τοῦ εὑρεθέντος μάθωμεν. κᾀνταῦθα οὖν ἐπαγωνισώμεθα 
-Z/14/246/7	τῷ λόγῳ, ἵνα εὕρωμεν τοῦ γιγνομένου τὴν αἰτίαν. θαυ-
-Z/14/246/8	μαστὸν γὰρ ὡς εἴ γε ἐκ τῆς περὶ τὸ ζητεῖν αὐτὸ φιλοτι-
-Z/14/246/9	μίας, ἐξ ἑτοίμου καὶ αὐτὸ, ὥσπερ ἀμειβόμενον, ταχέως εὑ-
-Z/14/246/10	ρίσκεται· καὶ ἵνα σοι πιστότερον ποιήσω τὸν λόγον, ἀπ' 
-Z/14/246/11	ἄλλων τινῶν ἐν τοῖς ἔργοις σαφῶς ὁρωμένων τὴν ἀπόδειξιν 
-Z/14/246/12	ποιήσομαι καὶ ἔξωθέν γε ἐπιτιθεμένων μόνον καὶ διὰ τοῦ 
-Z/14/246/13	στόματος λαμβανομένων. τοὺς γὰρ ὑπὸ τῶν κροκοδείλων 
-Z/14/246/14	βρωθέντας ὑπ' αὐτοῦ τοῦ στέατος ἐπιτιθεμένου τοῖς τραύ-
-Z/14/246/15	μασιν ἄκρως βοηθουμένους οἴδαμεν· καὶ τῆς μυγαλῆς τὰ 
-Z/14/246/16	δήγματα καὶ αὐτὰ ἀναιροῦντα ὑπ' αὐτῆς πάλιν τῆς μυγα-
-Z/14/246/17	λῆς τριβομένης καὶ ἐπιτιθεμένης ἀνωδύνως θεραπεύεται. 
-Z/14/246/18	ὁμοίως δὲ αὐτοὶ οἱ ἐχιόδηκτοι ἀπαλλάττονται τοῦ κινδύνου, 
-Z/14/246/19	εἴ τις αὐτῶν λειώσας τὰ σώματα ἐπιθείη αὐτοῖς τοῖς τραύ- 
-Z/14/247/1	μασιν, οὐκ ἀλόγως καθ' ἡμᾶς, ὡς ἔφην, καὶ τῶν τοιούτων 
-Z/14/247/2	γιγνομένων, μήτε τοσαύτην δύναμιν ἐχόντων, ὡς καὶ ἀπο-
-Z/14/247/3	κτεῖναι δύνασθαι, κατὰ διάδοσίν τε τῆς δυνάμεως χωρού-
-Z/14/247/4	σης εἰς βάθος τῶν σωμάτων. ὥσπερ δὴ καὶ ἐπὶ τῶν κατα-
-Z/14/247/5	πλασμάτων καὶ αὐτὸ γιγνόμενον ὁρῶμεν, τῆς ἐν τοῖς σώμα-
-Z/14/247/6	σιν αὐτῶν δυνάμεως συμμέτρου γιγνομένης καὶ θεραπεύειν 
-Z/14/247/7	λοιπὸν, ἀλλ' οὐκ ἀναιρεῖν δυναμένης. τὸ δὲ ἐπὶ τῆς θηρια-
-Z/14/247/8	κῆς γιγνόμενον φανερώτερον ἔχει τὸν λογισμόν. φημὶ γὰρ 
-Z/14/247/9	ὅτι διὰ τοῦτο ταῦτα ἀναιροῦντα τὰ θηρία βοηθεῖ τοῖς ὑπ' 
-Z/14/247/10	αὐτῶν δακνομένοις, ἐπειδὴ πλείων ἐν τούτοις ἐνοῦσα ἡ φθο-
-Z/14/247/11	ροποιὸς δύναμις, ταῖς κεφαλαῖς ἀφαιρουμέναις συναποκόπτε-
-Z/14/247/12	ται. καὶ ἐπεὶ τὴν ἐν τοῖς ἄλλοις μέρεσιν αὐτῶν ὑπολειπο-
-Z/14/247/13	μένην δύναμιν ταῖς σκευασίαις ἡμεῖς ἀπαμβλύνομεν ἕψοντες 
-Z/14/247/14	αὐτὰς, καὶ τῶν ἁλῶν καὶ τοῦ ἀνήθου οὐκ ὀλίγα τῷ ὕδατι 
-Z/14/247/15	μιγνύντες, οὐχ ἡδύσματος μόνου χάριν τὴν μίξιν τῶν τοι-
-Z/14/247/16	ούτων ποιούμενοι, ἀλλ' ἵνα ἐκτήξωμεν τὰ σώματα, καὶ οὕτως 
-Z/14/247/17	αὐτὰ ὀλίγον τὸν ἰὸν, ἢ μηδ' ὅλως ἔχειν ἐργασώμεθα. τὸ 
-Z/14/247/18	δὲ πλεῖστον αὐτῇ τῆς δυνάμεως εἰς τὸ βοηθεῖν ἡ σκευασία 
-Z/14/247/19	παρέχεται. τοσούτοις οὖν καὶ τοιούτοις μιγνύμενα φαρμά- 
-Z/14/248/1	κοις τὰ θηρία, πῶς ἂν ἔτι καὶ ἀναιρεῖν δύναιτο, ἐκλυομέ-
-Z/14/248/2	νης τῆς οὔσης ἐν αὐτοῖς πρὸς τὸ διαφθεῖραι πονηρίας; ἔτι 
-Z/14/248/3	δὲ καὶ ἀληθέστερος ὁ λόγος φανήσεται, εἰ καὶ ἐπί τινων ὁ-
-Z/14/248/4	μοίων τὴν ἀπόδειξιν αὐτοῦ ποιησόμεθα. ἡ γάρ τοι κανθα-
-Z/14/248/5	ρὶς μόνη μὲν διδομένη τὴν κύστιν ἑλκοῖ, καὶ πολέμιον αὐ-
-Z/14/248/6	τῆς ἐστι τὸ φάρμακον, καὶ ἀναιρεῖ τῇ ἰσχυρᾷ δυνάμει τὸν 
-Z/14/248/7	ἄνθρωπον πολλάκις. μιχθεῖσα δ' ἄλλοις τισὶ πάλιν αὐτῆς 
-Z/14/248/8	τῆς κύστεως γίνεται βοήθημα, καὶ ἔστι διουρητικὴ πάνυ. 
-Z/14/248/9	ὁ δὲ ὀπὸς τῆς μήκωνος ὅτι μέν ἐστιν ἀναιρετικὸς μόνος 
-Z/14/248/10	ποθεὶς οὐδεὶς ἀγνοεῖν μοι δοκεῖ. οὗτος δὲ μετ' ἄλλων τι-
-Z/14/248/11	νῶν σκευασθεὶς τοῖς νοσοῦσι βοηθεῖ πολλάκις, ὡς σωτη-
-Z/14/248/12	ριωδέστατον αὐτοῖς εἶναι φάρμακον. τὰς γοῦν τῶν νεφρι-
-Z/14/248/13	τικῶν παρακοπὰς οὐκ ὀλιγάκις ἀγωνιστικῶς ἰάσατο, καὶ 
-Z/14/248/14	τοὺς ἐξ ἀγρυπνιῶν τὴν δύναμιν ἀφῃρημένους, ὕπνον ἐργα-
-Z/14/248/15	σάμενον, θαυμασίως ἀνεκτήσατο. τοῖς δὲ φαλαγγιοδήκτοις 
-Z/14/248/16	αὐτὰ τὰ φαλάγγια λειωθέντα καὶ μετ' οἴνου πινόμενα ἀπαλ-
-Z/14/248/17	λακτικὰ τοῦ κακοῦ γίνεται, ὡς ἐκ τούτου μάλιστά σε πι-
-Z/14/248/18	στεύειν δύνασθαι τῷ ὑπ' ἐμοῦ λεγομένῳ. εἰ γὰρ καὶ μόνος  
-Z/14/249/1	ὁ οἶνος μιχθεὶς τοῖς θηρίοις τὸν ἀπ' αὐτῶν τῶν θηρίων 
-Z/14/249/2	κίνδυνον ἐκφεύγειν ποιεῖ, δηλονότι καὶ ἡ θηριακὴ ἐκ τοσού-
-Z/14/249/3	των καὶ τοιούτων τὴν σκευασίαν ἔχουσα παιώνιόν τι φάρ-
-Z/14/249/4	μακον μᾶλλον, ἀλλ' οὐκ ἀναιρετικὸν τῶν ἀνθρώπων γίνεται. 
-Z/14/249/5	ἐκεῖνο γὰρ ἐν ταῖς μίξεσι τῶν φαρμάκων γιγνόμενον εἰδέναι 
-Z/14/249/6	χρὴ, ὅτι μηκέτι ἀποσώζεται ἡ ἑκάστου τῶν μιγνυμένων δύ-
-Z/14/249/7	ναμις, ἡ αὐτὴ μένουσα καὶ ἄτρεπτος, εἰς τὸ μηδὲν ἀλλοι-
-Z/14/249/8	ουμένη, ἀλλ' ἕνωσίς τις ἀποτελεῖται τῶν ἁπάντων, ὅλης δι' 
-Z/14/249/9	ὅλων τῆς κράσεως αὐτῶν μιγνυμένης καὶ μιᾶς τινος 
-Z/14/249/10	δυνάμεως ἄλλης ἐξ αὐτῶν γινομένης, ὅνπερ τρόπον ἐστὶν 
-Z/14/249/11	ἰδεῖν καὶ ἐπὶ τοῦ οἰνομέλιτος γιγνόμενον. ὅταν γὰρ ἡ κρᾶ-
-Z/14/249/12	σις ἀμφοῖν ἀκριβὴς γένηται, οὔτε τὴν τοῦ μέλιτος γεῦσιν 
-Z/14/249/13	τὸ μέλι μιχθὲν ὅλως ἔχει καὶ ὁ οἶνος οὐκέτ' ὢν οἶνος ἐν 
-Z/14/249/14	τῇ μίξει φαίνεται, ἀλλὰ παρ' ἑκάτερον τῶν συνελθόντων 
-Z/14/249/15	ἄλλο τι, αὐτὸ δὴ τοῦτο οἰνόμελι, γιγνόμενον ἐκ τῆς κρά-
-Z/14/249/16	σεως ἀποτελεῖται. τὸ αὐτὸ δή μοι νόμιζε γίγνεσθαι ἐπὶ 
-Z/14/249/17	τῶν ἄλλων μὲν ἁπάντων φαρμάκων, καὶ ἐπὶ τῆς θηριακῆς 
-Z/14/249/18	δὲ μάλιστα αὐτῆς, μηκέτι τὴν ἑνὸς ἑκάστου τῶν μιγνυμένων 
-Z/14/249/19	δύναμίν τε καὶ ποιότητα αὐτὴν μένειν, ἀλλὰ συγκριναμένων  
-Z/14/250/1	πᾶσι πάντων καὶ ἕνωσίν τινα φυσικὴν λαμβανόντων μίαν 
-Z/14/250/2	μὲν καὶ λοιπὴν ἄλλην ἐξ ἁπάντων τῶν μιγνυμένων τοῦ 
-Z/14/250/3	φαρμάκου γίνεσθαι τὴν φύσιν. 
-Z/14/250/4	  [Ἀσκληπιάδου τε καὶ Ἐπικούρου ἀντίῤῥησις, 
-Z/14/250/5	τῶν τὴν ἀλλοίωσιν ἀποφασκόντων καὶ τὰ τῆς φύσεως ἔργα 
-Z/14/250/6	πρὸς τοὺς ἀτόμους τε καὶ ὄγκους ἀναφερόντων.] Εἰ μὲν 
-Z/14/250/7	γὰρ ἐξ ἀτόμου καὶ τοῦ κενοῦ κατὰ τὸν Ἐπικούρου τε καὶ 
-Z/14/250/8	Δημοκρίτου λόγον συνειστήκει τὰ πάντα, ἢ ἔκ τινων ὄγκων 
-Z/14/250/9	καὶ πόρων κατὰ τὸν ἰατρὸν Ἀσκληπιάδην· καὶ γὰρ 
-Z/14/250/10	οὕτως ἀλλάξας τὰ ὀνόματα μόνον καὶ ἀντὶ μὲν τῶν ἀτόμων 
-Z/14/250/11	τοὺς ὄγκους, ἀντὶ δὲ τοῦ κενοῦ τοὺς πόρους λέγων τὴν 
-Z/14/250/12	αὐτὴν ἐκείνοις τῶν ὄντων οὐσίαν εἶναι βουλόμενος· εἰκότως 
-Z/14/250/13	ἂν ἔμενεν ἀναλλοίωτα τὰ φάρμακα, κατὰ μηδὲν τρέπεσθαι 
-Z/14/250/14	μηδ' ὅλως ἐξίστασθαι τῆς αὐτῶν ποιότητος δυνάμενα. ἐπεὶ 
-Z/14/250/15	δ' οὐκ ἔστιν ἀληθὴς ὁ λόγος οὗτος, ὡς δείξομεν, ἀλλ' ἀλ-
-Z/14/250/16	λοιοῦται, ὡς ἔφην, τὰ πάντα καὶ τρέπεται ῥᾳδίως καὶ 
-Z/14/250/17	εἰς ἄλληλα τὴν κρᾶσιν λαμβάνει, ἀνάγκη τῆς κράσεως δι' 
-Z/14/250/18	ὅλων τῶν κιρναμένων γιγνομένης τὸ ἰσχυρότερον τοῦ ἥττονος  
-Z/14/251/1	κρατεῖν, καὶ διὰ τοῦτο ἡμεῖς ταῖς ἐντέχνοις μίξεσι πρὸς 
-Z/14/251/2	τὴν χρείαν τῆς ἐνεργείας τὰς ποιότητας τῶν φαρμάκων 
-Z/14/251/3	ἐναλλάσσομεν, οὐκ ἂν δυναμένου τούτου γενέσθαι, εἰ μικρά 
-Z/14/251/4	τινα ἦν καὶ ἀπαθῆ καὶ ἄτρεπτα τῆς οὐσίας τὰ σώματα. 
-Z/14/251/5	διόπερ δὴ καὶ πολλάκις ἐγὼ τεθαύμακα πῶς ὁρῶντες ἐπὶ 
-Z/14/251/6	τοῦ παντὸς οὕτω γενομένας ταχείας τροπὰς καὶ τὴν τοσαύ-
-Z/14/251/7	την ἐν ταῖς κράσεσι μεταβολὴν, εἶθ' ὑπομένουσιν ἀρχὰς 
-Z/14/251/8	τῶν ὅλων τὰς τοιαύτας τίθεσθαι, καὶ μάλισθ' ὁ νῦν εἰρη-
-Z/14/251/9	μένος ἰατρὸς Ἀσκληπιάδης· πρὸς τοῦτον γὰρ οἰκείως μᾶλλον 
-Z/14/251/10	ποιήσομαι τὸν λόγον, ἐπεὶ καὶ φανερωτέρας ἐν τῷ σώματι 
-Z/14/251/11	τροπάς τε καὶ μεταβολὰς οὐκ ἐνδείκνυται. τί γάρ ἐστιν 
-Z/14/251/12	εἰπεῖν, ὅταν μόνου τοῦ δακτύλου εἰς ψυχρὸν ὕδωρ κατατε-
-Z/14/251/13	θέντος ὅλου τοῦ σώματος ἐν τάχει ἡ τροπὴ γίνηται; ἢ 
-Z/14/251/14	ὅταν ταῖς τῶν ἀνέμων μεταβολαῖς συμμεταβάλληται ἡμῶν 
-Z/14/251/15	τὰ σώματα; ἔγωγ' οὖν οἶδα τῶν μὲν ἑταίρων τινὰ ἐπὶ 
[0057]  [079]  []  []

-Z/14/251/16	τοῦ σκίμποδος ἔτι κατακείμενον ἐκ τῆς περὶ τὴν κεφαλὴν 
