
[0057]  [090]  []  []

-Z/17a/480/t1	            {ΓΑΛΗΝΟΥ 
-Z/17a/518/3	δὲ καί, ἐὰν ἀπ' ἄλλου τινὸϲ ἄρξηταί τιϲ ὑπομνήματα γράφειν, εἰϲ 
-Z/17a/518/4	ἐκεῖνο μὲν γράψει τὰ πεντήκοντα, τῷ δ' ἀναγνῶναί τι τῶν ἄλλων 
-Z/17a/518/5	βουληθέντι πρότερον ἀναγκαῖον ἔϲται τὰ πεντήκοντα ἐκεῖνα βιβλία 
-Z/17a/518/6	προαναγνῶναι. καὶ μὴν μακρῷ βέλτιον ἕκαϲτον τῶν προβλημάτων ἢ 
-Z/17a/518/7	θεωρημάτων ἢ ὅπωϲ ἄν τιϲ ἐθέλῃ καλεῖν ἰδίᾳ 〈ϲὺν ἀποδείξεϲι〉 γε-
-Z/17a/518/8	γραμμένον ἔχοντα πρὸϲ ἐκεῖνο παραγενέϲθαι μόνον, ὅταν βουληθῇ τιϲ 
-Z/17a/518/9	ἐπιϲτημονικῶϲ διδαχθῆναι περὶ τῶν ἐν αὐτῷ γεγραμμένων. 
-Z/17a/518/10	  διὰ τοῦτ' οὖν καὶ ἡμεῖϲ ὡϲ περὶ <τρόμου> καὶ ϲπαϲμοῦ καὶ 
-Z/17a/518/11	παλμοῦ καὶ ῥίγουϲ, οὕτωϲ καὶ περὶ τῶν ἄλλων ἁπάντων ἰδίᾳ πραγ-
-Z/17a/518/12	ματευϲάμενοι τοῖϲ ϲυμπεράϲμαϲι τῶν ἀποδειχθέντων χρώμεθα κατὰ 
-Z/17a/518/13	τὰϲ ἐξηγήϲειϲ. ἀλλ' οἵ γε περὶ τὸν <Ϲαβῖνον> οὔτ' ἰδίᾳ 〈δι' ἄλλων〉 
-Z/17a/518/14	ἀποδείξαντεϲ, ὅπῃ διαφέρει τὰ τέτταρα ταῦτα πάθη, <τρόμοϲ> καὶ 
-Z/17a/518/15	ϲπαϲμὸϲ καὶ παλμὸϲ καὶ ῥῖγοϲ, οὔτ' ἐνταῦθά τινα λόγον, εἰ καὶ μὴ 
-Z/17a/518/16	βέβαιον ἢ ἀληθῆ ἢ ἀποδεικτικόν, ἀλλὰ πιθανόν 〈γ'〉 εἰπόντεϲ, ἐν ἀρχῇ  
-Z/17a/519/1	μὲν ἀπεφήναντο, | μικρὸν εἶναι ϲπαϲμὸν τὸν <τρόμον>, ὀλίγον δὲ προ-
-Z/17a/519/2	ελθόντεϲ εἶδοϲ ϲπαϲμοῦ τὸν <τρόμον> ἔφαϲαν ὑπάρχειν. ἀλλὰ γὰρ ἕνεκα 
-Z/17a/519/3	τοῦ θᾶττον ἀπαλλαγῆναι τῶν παρὰ γνώμην ἐλέγχων εἰϲ τοὺϲ μοχθη-
-Z/17a/519/4	ρῶϲ ἐξηγηϲαμένουϲ ὑποκείϲθω τὸν <τρόμον> εἶναι 〈μικρὸν〉 ϲπαϲμὸν ἢ 
-Z/17a/519/5	εἶδοϲ ϲπαϲμοῦ. πῶϲ οὖν ἐπὶ τοῦ <Πυθίωνοϲ> ἐγένετο, μάθωμεν παρ' 
-Z/17a/519/6	αὐτῶν. “ὁ ϲτόμαχοϲ”, φαϲίν, “ἐπεπόνθει τἀνθρώπῳ κἀξ ἐκείνου κατὰ 
-Z/17a/519/7	ϲυμπάθειαν αἱ <χεῖρεϲ ἔτρεμον>.” οὔτε δ' ὅτι πάθοϲ ἦν τι περὶ 
-Z/17a/519/8	τὸν ϲτόμαχον αὐτῷ τιϲ δεῖξαι δύναται, μηδενόϲ γε ϲυμπτώματοϲ εἰρη-
-Z/17a/519/9	μένου κατὰ τὴν διήγηϲιν τῶν ϲυμβάντων τῷ <Πυθίωνι>, δυναμένου 
-Z/17a/519/10	τὴν ἔνδειξιν ἡμῖν ποιήϲαϲθαι τοῦ περὶ τὸν ϲτόμαχον πάθουϲ, οὔθ' ὅτι 
-Z/17a/519/11	κοινωνία τίϲ ἐϲτι τῷ ϲτομάχῳ πρὸϲ τὰϲ <χεῖραϲ> ἔδειξαν. αὐτοὶ γὰρ 
-Z/17a/519/12	λέγουϲι τὰϲ κοινωνίαϲ γίνεϲθαι τριχῶϲ, ἢ διὰ γειτνίαϲιν ἢ διὰ τὴν 
-Z/17a/519/13	κατὰ γένοϲ ἢ ἔργον οἰκειότητα· κατὰ γένοϲ μέν, ὅταν τὸ νευρῶδεϲ 
-Z/17a/519/14	τῷ νευρώδει καὶ τὸ φλεβῶδεϲ τῷ φλεβώδει καὶ τὸ ἀρτηριῶδεϲ τῷ 
-Z/17a/519/15	ἀρτηριώδει ϲυμπάϲχῃ, κατ' ἔργον δ', ὅταν οἱ τιτθοί τε καὶ ὁ θώραξ 
-Z/17a/520/1	τοῖϲ γεννητικοῖϲ μορίοιϲ. ἀλλ' οὐδὲ κατὰ μίαν | τούτων τῶν κοινωνιῶν 
-Z/17a/520/2	αἱ <χεῖρεϲ> τῷ ϲτομάχῳ δύνανται ϲυμπάϲχειν. οὔτε γὰρ ἔργον τι 
-Z/17a/520/3	κοινὸν αὐτῶν ἐϲτιν οὔτε κατὰ τὰ νεῦρα κοινωνία, δι' ἣν τὸ νευρῶδεϲ 
-Z/17a/520/4	ἐν ταῖϲ <χερϲὶ> γένοϲ εἰϲ ϲυμπάθειαν ἀφίξεται τῷ ϲτομάχῳ παθόντι. 
-Z/17a/520/5	τῷ μὲν γὰρ ϲτομάχῳ παρὰ τῆϲ ἕκτηϲ τῶν ἀπ' ἐγκεφάλου ϲυζυγιῶν 
-Z/17a/520/6	παραγίνεται νεῦρα, ταῖϲ δὲ <χερϲὶν> ἀπὸ τῆϲ κατὰ τὸν ἕκτον καὶ τὸν 
-Z/17a/520/7	ἕβδομον καὶ τὸν ὄγδοον ϲπόνδυλον χώραϲ ἐπὶ τοῦ νωτιαίου μυελοῦ. 
-Z/17a/520/8	εὔλογον οὖν ἦν ὅϲα παρὰ τῆϲ ἕκτηϲ ϲυζυγίαϲ νενεύρωται μόρια ϲυμ-
[0057]  [090]  []  []

-Z/17a/520/9	πάϲχειν τῷ ϲτομάχῳ καὶ μὴ τὰϲ <χεῖραϲ>. 
-Z/17a/520/10	  περὶ μὲν δὴ τοῦ <τρόμου> τοιαῦτα ληροῦϲιν οἱ διὰ τὴν τῶν 
-Z/17a/520/11	ἀφροδιϲίων ἀποχὴν ἀθροῖϲαι πλῆθοϲ ἡγούμενοι τὸν <Πυθίωνα>. καίτοι 
-Z/17a/520/12	τὰ μὲν ἀφροδίϲια, κἂν εἰ τῷ κενοῦν οὐκ ἐᾷ πληθώραν ὑποτρέφεϲθαι 
-Z/17a/520/13	(δῶμεν γὰρ αὐτοῖϲ τοῦτο), τὸν γοῦν ϲτόμαχον ἱκανῶϲ ἐκλύει, τῆϲ 
-Z/17a/520/14	ἀποχῆϲ τῶν ἀφροδιϲίων εὐρωϲτότατον ἀπεργαζομένηϲ αὐτόν, εἰ καὶ 
-Z/17a/520/15	πλῆθοϲ ἀθροίζοιτο. μοχθηρὸν δ' ἱκανῶϲ ἐϲτι καὶ τὸ νομίζειν, εἴ τιϲ 
-Z/17a/520/16	ἐγκρατῶϲ διαιτᾶται, πλῆθοϲ ἀθροίζειν αὐτόν· οὐ γὰρ τούτοιϲ, ἀλλὰ 
-Z/17a/521/1	τοῖϲ ἀργοῦϲιν ἀθροίζεται τὸ πλῆθοϲ. εἰ δ' ἀπέχοιτό τιϲ ἀφρο|διϲίων, 
-Z/17a/521/2	γυμναζόμενοϲ οὕτωϲ, ὥϲπερ οἵ τ' ἀθληταὶ καὶ οἱ ϲκάπτοντεϲ καὶ 
-Z/17a/521/3	θερίζοντεϲ 〈ἢ ἄλλωϲ γεωργοῦντεϲ ἢ οἱ φορτία βαϲτάζοντεϲ〉 ἤ τινα  
-Z/17a/521/4	χειρωνακτικὴν τέχνην μετιόντεϲ, οὐκ ἀθροίζει τὸ πλῆθοϲ, 〈πλὴν εἰ 
-Z/17a/521/5	διὰ τὸ τοῦ βίου μῆκοϲ.〉 ἀλλ' ἐκ τοῦ μηδὲν ὧν ἴϲαϲι δύναϲθαι ϲιγῆϲαι 
-Z/17a/521/6	ϲυμβαίνει τοῖϲ ὀψιμαθέϲιν ἐναντιώματα λέγειν ἀκαίρωϲ φλυαροῦϲιν. 
-Z/17a/521/7	τίϲ γὰρ ἦν ἀνάγκη γράφειν <Δημόκριτον> μὲν εἰρηκέναι μικρὰν ἐπι-
-Z/17a/521/8	ληψίαν εἶναι τὴν ϲυνουϲίαν, <Ἐπίκουρον> δὲ μηδέποτε μὲν ὠφελεῖν 
-Z/17a/521/9	ἀφροδιϲίων χρῆϲιν, ἀγαπητὸν δ', εἰ μὴ βλάψειεν; ἐπὶ γὰρ τῶν ἐξ 
-Z/17a/521/10	ἀφροδιϲίων ἀμέτρων νοϲηϲάντων ἐχρῆν εἰρῆϲθαι τοὺϲ λόγουϲ, οὐκ ἐπὶ 
-Z/17a/521/11	τῶν ἐναντίωϲ αὐτοῖϲ διαιτηθέντων. ἀλλ' ὅμωϲ καὶ ταῦτ' ἔγραψαν οἱ 
-Z/17a/521/12	περὶ τὸν <Ϲαβῖνον>, οὐκ αἰϲθανόμενοι τῆϲ ἐναντιολογίαϲ. 
-Z/17a/521/13	  ἀτοπώτατον δὲ καὶ τὸ <παραφρονῆϲαι> διὰ τὴν ϲυνουϲίαϲ 
-Z/17a/521/14	ἀποχὴν τὸν <Πυθίωνα>· φαϲὶ γάρ τοι τὸ ἀθροιϲθὲν ἐν τῷ ἐγκεφάλῳ 
-Z/17a/521/15	ϲπέρμα τῷ πλήθει βαρῦνον αὐτὸν ἐργάϲαϲθαι τὸ τῆϲ παραφροϲύνηϲ 
-Z/17a/521/16	ϲύμπτωμα, καθάπερ ὀϲτοῦν εἴωθε θλῖβον ἐπὶ τῶν καταγμάτων τῆϲ 
-Z/17a/521/17	κεφαλῆϲ ἥ θ' ἡμετέρα χεὶρ ἐργάζεϲθαι παραφροϲύνην· ἐν ᾧ πάλιν 
-Z/17a/522/1	ἐνδείκνυνται μηδ' ἀνατιτραμένῳ τινὶ παραγεγονό|τεϲ. ὅταν γὰρ ἢ τοῖϲ 
-Z/17a/522/2	δακτύλοιϲ ἐπιθλίψῃ τιϲ ἅμα ταῖϲ μήνιγξι τὸν ἐγκέφαλον ἢ διὰ τῶν 
-Z/17a/522/3	καλουμένων μηνιγγοφυλάκων ἢ καὶ πρὸ τῆϲ ἀνατρήϲεωϲ ὀϲτοῦν ἐμ-
-Z/17a/522/4	πιεϲθὲν θλίβῃ τὰ μόρια ταῦτα, παραφροϲύναι μὲν οὐ γίγνονται, κατα-
-Z/17a/522/5	φοραὶ δὲ βαθεῖαι καὶ ἀκινηϲίαι καὶ ἀναιϲθηϲίαι ϲυμβαίνουϲι, καρου-
-Z/17a/522/6	μένων ἰϲχυρῶϲ ἐνίοτε τῶν οὕτω παϲχόντων, ὥϲπερ ἐν ταῖϲ ἰϲχυραῖϲ 
-Z/17a/522/7	ἀποπληξίαιϲ. 
-Z/17a/522/8	  ὅταν δὲ καὶ τὰ <ποικίλα πτύϲματα> 〈τοῦ <Πυθίωνοϲ>〉 διὰ 
-Z/17a/522/9	τὴν ἐποχὴν τοῦ ϲπέρματοϲ λέγωϲι γεγονέναι, κάλλιόν ἐϲτι μηδὲν ἀντι-
-Z/17a/522/10	λέγειν αὐτοῖϲ. ὑβρίζειν γὰρ ἑαυτόν ἐϲτιν ἐλέγχοντα μετὰ ϲπουδῆϲ τὰ 
-Z/17a/522/11	μηδεμιᾶϲ ϲπουδῆϲ ἄξια. 
-Z/17a/522/12	  λέλεκται δ' οὐ ταῦτα μόνον, ἀλλὰ καὶ ἄλλα πολλὰ γελοίωϲ αὐτοῖϲ, 
-Z/17a/522/13	ὧν ἓν καὶ τοῦτ' ἐϲτί· τὴν εἰϲ <ἕδραν ἀπόϲταϲίν> φαϲι γενέϲθαι τῷ 
-Z/17a/522/14	<Πυθίωνι> διὰ τὴν γειτνίαϲιν τοῦ χωρίου, καθ' ὃ τοῦ ϲπέρματοϲ ἡ 
-Z/17a/522/15	ἀπόκριϲιϲ γίνεται, διὰ δὲ τὴν εἰϲ <ἕδραν ἀπόϲταϲιν> ἀκολουθῆϲαι 
-Z/17a/522/16	τὴν <ϲτραγγουρίαν>.  
-Z/17a/522/17	  καὶ μέντοι καὶ ἄλλα τινὰ λέγουϲιν, ἐξ ὧν ἐγκράτειαν ἀφροδιϲίων 
-Z/17a/522/18	ὑποπτεύϲειεν ἄν τιϲ οὔτ' ὀλίγων οὔτε μικρῶν νοϲημάτων αἰτίαν 
-Z/17a/523/1	γίγνεϲθαι. καὶ ταῦτα γράφουϲιν αὐτοὶ μνημονεύϲαντεϲ ἐν | τῇ τῶν 
-Z/17a/523/2	προκειμένων ἐξηγήϲει <Δημοκρίτου> τε καὶ <Ἐπικούρου>, μηδέπω 
-Z/17a/523/3	μηδὲν ἀγαθὸν ἐξ ἀφροδιϲίων γενέϲθαι φαϲκόντων. 
-Z/17a/523/4	  τὸ δὲ δὴ πάντων ϲοφώτατον· “ὥϲπερ ὁ ϲπαϲμόϲ”, φαϲίν, “ἐπὶ 
-Z/17a/523/5	πληρώϲει καὶ κενώϲει γίνεται, κατὰ τὸν αὐτὸν τρόπον ἕπεται ταῖϲ 
-Z/17a/523/6	λαγνείαιϲ καὶ ταῖϲ ἐγκρατείαιϲ κοινὰ ϲυμπτώματα, λογιϲμοῦ τε καὶ 
-Z/17a/523/7	νεύρων παϲχόντων.” ἐκ ταύτηϲ οὖν τῆϲ ϲοφίαϲ αὐτῶν ὁρμηθέντεϲ 
-Z/17a/523/8	ἡμεῖϲ καὶ πιϲτεύϲαντεϲ ἀληθῆ λέγειν οὐδὲ τοῖϲ ἀθληταῖϲ ἐπιτρέψο-
-Z/17a/523/9	μεν ἀπέχεϲθαι ϲυνουϲίαϲ, μή πωϲ ἐκ τούτου ϲπαϲθῶϲιν ἢ παρα-
-Z/17a/523/10	φρονήϲωϲιν. 
-Z/17a/523/11	  καὶ ταῦτά γε πάντα καὶ πρὸϲ τούτοιϲ ἔτι τἄλλα, ὅϲα κατὰ τὴν 
-Z/17a/523/12	διήγηϲιν ἔγραψεν ὁ <Ἱπποκράτηϲ>, γενέϲθαι τῷ <Πυθίωνί> φαϲιν, ὡϲ 
-Z/17a/523/13	ἀκριβῶϲ πεπειϲμένοι τὴν τῶν ἀφροδιϲίων ἀποχὴν αὐτοῦ προηγήϲαϲθαι 
-Z/17a/523/14	τῆϲ νόϲου, καίτοι κατ' ἀρχὴν εἰπόντεϲ εἰκὸϲ εἶναι ταῦτα γεγονέναι 
-Z/17a/523/15	τῷ <Πυθίωνι> διὰ τὴν ἀποχὴν τῆϲ ϲυνουϲίαϲ· αὐτοὶ γὰρ ἀποχὴν αὐτὴν 
-Z/17a/523/16	ὀνομάζουϲιν. ἀλλ' ὕϲτερον ἐπιλαθόμενοι τὸ μετρίωϲ ἐν ἀρχῇ λελεγ-
-Z/17a/523/17	μένον ὑφ' ἑαυτῶν “εἰκὸϲ” ὡϲ πάντωϲ τούτου γεγενημένου τὸν λόγον 
-Z/17a/524/1	ποιοῦνται. καίτοι γ' εἰ <παρὰ Γῆϲ | ἱερὸν ὁ Πυθίων ᾤκει>, τίϲ 
-Z/17a/524/2	ἀνάγκη τῆϲ ἀποχῆϲ αὐτῷ τῶν ἀφροδιϲίων, μήθ' ἱερεῖ μήτε προπόλῳ 
-Z/17a/524/3	τῆϲ θεᾶϲ ὄντι; πάντωϲ γὰρ ἂν ἐπ' αὐτοῦ τοιοῦτόν τι μᾶλλον ὁ <Ἱπ-
-Z/17a/524/4	ποκράτηϲ> ἔγραψεν ἢ ὅτι <παρὰ Γῆϲ ἱερὸν ᾤκει>. ἀλλ' εἰ καὶ 
-Z/17a/524/5	πρόπολοϲ ἢ ἱερεὺϲ ὑπῆρχεν, οὐκ ἦν ἀναγκαῖον αὐτῷ διὰ παντὸϲ 
-Z/17a/524/6	ἀπέχεϲθαι τῶν ἀφροδιϲίων, ὥϲπερ εἰ <Ἀρτέμιδοϲ> ἢ <Ἀθηνᾶϲ> ἦν 
-Z/17a/524/7	ἱερεύϲ. ἀλλ' ὅπερ ἔφην ἀρτίωϲ, ἐλέγχειν ϲπουδῇ τὰ μὴ ϲπουδῆϲ ἄξια 
-Z/17a/524/8	τῶν ἀτόπων ἐϲτίν. καὶ τοίνυν ἤδη παυϲάμενοϲ τῶν εἰϲ <Πυθίωνα> 
-Z/17a/524/9	κακῶϲ εἰρημένων τοῖϲ ἐξηγηταῖϲ 〈καὶ〉 ἐπὶ τὸν ἑξῆϲ ἄρρωϲτον, <Ἑρ-
-Z/17a/524/10	μοκράτην>, μεταβὰϲ κατὰ τὸ ϲυνηθέϲτερον ἐμαυτῷ τὰϲ ἐξηγήϲειϲ 
-Z/17a/524/11	ποιήϲομαι, μὴ πάνυ φροντίζων ὧν ἔνιοι γεγράφαϲιν οὐκ ὀρθῶϲ, εἰ μὴ 
-Z/17a/524/12	μεγάλη τιϲ ἀνάγκη γένοιτο. πρότερον δὲ περὶ τῶν χαρακτήρων ἐρῶ τι 
-Z/17a/524/13	〈τῶν προϲγεγραμμένων ἐπὶ τῷ τέλει τῆϲ διηγήϲεωϲ τῶν ἐν τούτῳ τῷ 
-Z/17a/524/14	βιβλίῳ γεγραμμένων ἀρρώϲτων.〉  
-Z/17a/524/15t	    {ΠΕΡΙ ΤΩΝ ΠΡΟΣΓΕΓΡΑΜΜΕΝΩΝ ΧΑΡΑΚΤΗΡΩΝ 
-Z/17a/524/16t	        ΕΚΑΣΤΩΙ ΤΩΝ ΑΡΡΩΣΤΩΝ} 
-Z/17a/524/16t	 
-Z/17a/524/17	  Οὐκ οἶδ' ὅπωϲ ἐδυϲτύχηϲε καὶ τοῦτο τὸ βιβλίον, ὥϲπερ καὶ ἄλλα 
-Z/17a/525/1	πολλὰ τῶν <Ἱπποκράτουϲ>, τὰ μὲν ἄλλωϲ διεϲκευα|ϲμένα, τὰ δὲ 
-Z/17a/525/2	τοῖϲ ὑπ' αὐτοῦ γεγραμμένοιϲ παρεγκείμενά τι〈ν'〉 ἔχοντα. βέλτιον δ' 
-Z/17a/525/3	ἦν ἴϲωϲ φάναι μὴ τὸ βιβλίον ἐν δυϲτυχίᾳ γεγονέναι, τοὺϲ δ' ἀνα-
-Z/17a/525/4	γινώϲκονταϲ ἡμᾶϲ αὐτὸ χρόνον ἀπολλύνταϲ εἰϲ ἄχρηϲτον πρᾶγμα. 
-Z/17a/525/5	προϲγέγραπται γοῦν ἐπὶ τῷ τέλει τῆϲ διηγήϲεωϲ τῶν ϲυμβάντων τῷ 
-Z/17a/525/6	<Πυθίωνι> πρῶτον μὲν ὁ τοῦ <πεῖ> γράμματοϲ χαρακτὴρ ἔχων <ὀρθίαν 
-Z/17a/525/7	μέϲην γραμμήν>, ὡϲ ἔνιοι γράφουϲι τὸν τῶν ἐνακοϲίων χαρακτῆρα. 
-Z/17a/525/8	μετὰ ταῦτα δ' ἐφεξῆϲ γέγραπται τοῦ <πεῖ> γράμματοϲ ὁ χαρακτὴρ 
-Z/17a/525/9	οὐδὲν ἔχων ἐν μέϲῳ, καὶ μετὰ τοῦτον 〈ὁ〉 τοῦ <ου> καὶ μετ' ἐκεῖνον 
-Z/17a/525/10	τοῦ μ, ὑϲτάτου δὲ τοῦ υ. ζητεῖν οὖν ἠναγκάϲθημεν, ὅ τί ποτε ϲημαί-
-Z/17a/525/11	νουϲιν οἱ χαρακτῆρεϲ οὗτοι, μετὰ τοῦ μηδὲ γινώϲκειν ἡμᾶϲ, εἴθ' <Ἱπ-
-Z/17a/525/12	ποκράτηϲ> ἦν ἤ τιϲ ἄλλοϲ ὁ γράψαϲ τὰ τοιαῦτα καθ' ἕκαϲτον τῶν 
-Z/17a/525/13	ἀρρώϲτων. ἀλλὰ καὶ τοῦτο αὐτὸ ζητεῖν ἀναγκαϲθέντεϲ ἐνοήϲαμεν, 
-Z/17a/525/14	〈ὡϲ,〉 εἰ μέν, ὥϲπερ ἐν τούτῳ τῷ βιβλίῳ τοὺϲ τοιούτουϲ χαρακτῆραϲ 
-Z/17a/525/15	εὑρήκαμεν, οὕτω κἀν τοῖϲ ἄλλοιϲ ἅπαϲι τῶν Ἐπιδημιῶν ἐφαίνοντο 
-Z/17a/525/16	προϲγεγραμμένοι τῇ διηγήϲει τῶν ϲυμβάντων τοῖϲ ἀρρώϲτοιϲ, ἴϲωϲ ἂν 
-Z/17a/525/17	ἦν εὔλογον ὑφ' <Ἱπποκράτουϲ> αὐτοῦ προϲγεγράφθαι φάναι. μήτε 
-Z/17a/526/1	δ' ἐν τοῖϲ ἄλλοιϲ βι|βλίοιϲ αὐτῶν εὑριϲκομένων, ἀλλὰ μηδ' ἐν αὐτῷ 
-Z/17a/526/2	τῷ τρίτῳ διὰ πάντων ὁμαλῶϲ τῶν ἀντιγράφων, ὑποψία τιϲ εὔλογοϲ 
-Z/17a/526/3	εἰϲῆλθεν οὐχ ἡμᾶϲ μόνον, ἀλλὰ καὶ τοὺϲ πρὸ ἡμῶν ὑπό τινοϲ αὐτοὺϲ 
-Z/17a/526/4	προϲγεγράφθαι τάχα μὲν ἐπιτρίβοντοϲ τοῖϲ μαθηταῖϲ, ἵν' ἔχῃ ϲαφη-
-Z/17a/526/5	νίζειν ὥϲ τι μέγα τὸ καθ' ἕκαϲτον αὐτῶν δηλούμενον, ἴϲωϲ δέ τινοϲ 
-Z/17a/526/6	αὑτῷ μόνῳ πεποιημένου τῆϲ καθ' ἕκαϲτον ἄρρωϲτον ὠφελείαϲ 〈ἢ 
-Z/17a/526/7	ἀπωλείαϲ〉 ἐπιτομήν. εὐθὺϲ γοῦν ἐν αὐτῷ τούτῳ τῷ προγεγραμμένῳ  
-Z/17a/526/8	<Πυθίωνι τὸ μὲν τὴν διὰ μέϲου γραμμὴν ἔχον> # δοκεῖ ϲη-
[0057]  [090]  []  []

-Z/17a/526/9	μαίνειν <πιθανόν>, τὸ δ' ἑξῆϲ αὐτῷ Π <πλῆθοϲ>, ᾧ πάλιν ἐφεξῆϲ τὸ 
-Z/17a/526/10	<ου> γεγραμμένον <οὖρον> δοκεῖ ϲημαίνειν, ὡϲ ἐξ ἀμφοτέρων δηλοῦϲθαι 
-Z/17a/526/11	<πλῆθοϲ οὔρων>. εἶτ' ἐφεξῆϲ <τὸ μὲν μ τῆϲ τεϲϲαρακοϲτῆϲ 
-Z/17a/526/12	ἡμέραϲ> ἀναμιμνῄϲκειν ἡμᾶϲ 〈δοκεῖ〉, <τὸ δὲ υ τῆϲ ὑγείαϲ>, 〈ὡϲ〉 
-Z/17a/526/13	ἐξ ἀμφοῖν μὲν τούτων δηλοῦϲθαι 〈τὸ〉 <κατὰ τὴν τεϲϲαρακοϲτὴν 
-Z/17a/526/14	ἡμέραν ὑγιαϲθῆναι>, τὴν δ' ἐξ ἁπάντων τῶν χαρακτήρων ἀθροιζο-
-Z/17a/526/15	μένην διάνοιαν γίνεϲθαι τοιαύτην· <πιθανὸν εἶναι διὰ τὸ πλῆθοϲ 
-Z/17a/526/16	τῶν ἐκκριθέντων οὔρων αὐτὸ λυθῆναι τὸ νόϲημα καὶ 
-Z/17a/526/17	ὑγιῆ γενέϲθαι τὸν ἄνθρωπον ἐν τῇ τεϲϲαρακοϲτῇ τῶν | 
-Z/17a/527/1	ἡμερῶν>. ὅτι μὲν οὖν οὐκ ἐν ἅπαϲι τοῖϲ ἀντιγράφοιϲ εὑρίϲκεται τὰ 
