
[0057]  [077]  []  []

-Z/13/362/t1	{ΓΑΛΗΝΟΥ ΠΕΡΙ ΣΥΝΘΕΣΕΩΣ ΦΑΡΜΑΚΩΝ 
-Z/13/419/17	σοδήκτους καὶ τοὺς νευροτρώτους.] Αἱ δι' ἐλαίου νέου καὶ 
-Z/13/419/18	ὕδατος σκευαζόμεναι λευκαὶ, χωρὶς τοῦ τὸ πέπερι καὶ τὸν  
-Z/13/420/1	λιβανωτὸν λαβεῖν, ἀδικοῦσι μεγάλως τὰ δηχθέντα μόρια, 
-Z/13/420/2	κᾂν βραχύτατον ἰώδους ἔχῃ τὸ τοῦ δακόντος ζώου σίαλον. 
-Z/13/420/3	ἧττον δ' ἐκείνων ἁπασῶν ἡ Ἀτταλικὴ βλάπτειν πέφυκε τῷ 
-Z/13/420/4	τὴν τερμινθίνην ἐμβάλλεσθαι καὶ τὸ ἔλαιον τὸ παλαιὸν καὶ 
-Z/13/420/5	τὸν λιβανωτὸν καὶ τὸ πέπερι. κατὰ ταῦτα δὲ κᾀπὶ τῶν 
-Z/13/420/6	νευροτρώτων αἱ μὲν ἄλλαι λευκαὶ βλαβερώτεραι, πολὺ δὲ 
-Z/13/420/7	ἐλάττων ἡ ἐκ τῆσδε βλάβη, παλαιὸν μὲν ἔλαιον ἐχούσης, 
-Z/13/420/8	ὕδωρ δ' οὐκ ἐχούσης. ἔτι δὲ μᾶλλον εἰ τὰς τρεῖς ὅλας οὐγ-
-Z/13/420/9	γίας ἔχει τοῦ λιβανωτοῦ καὶ μὴ τὸ ἥμισυ. λέλεκται γάρ μοι 
-Z/13/420/10	καὶ πρόσθεν, ὡς εἰ καὶ οὕτω σκευάζοιμεν, ἐπὶ τῶν τοιού-
-Z/13/420/11	των λευκῶν ἡ στυπτηρία πρὸς κακοῦ γίνεται τῷ φαρμάκῳ. 
-Z/13/420/12	δεῖται γὰρ οὐ τῶν στυφόντων, ἀλλὰ τῶν ἱκανῶς ἑλκόντων 
-Z/13/420/13	ἔξω τὰ διὰ βάθους ἐνοχλοῦντα, τά τε νενυγμένα νεῦρα καὶ 
-Z/13/420/14	τὸ τῶν ζώων ἰῶδες σίαλον. καὶ πυρίκαυτα δὲ τὴν ἔμπλα-
-Z/13/420/15	στρον ταύτην ἰᾶσθαί φησιν ὁ Ἥρας, ἀνιεμένην ῥοδίνῳ ἢ 
-Z/13/420/16	μυρσίνῳ ἢ μυῤῥίνῳ. πολὺ δὲ κᾀνταῦθα λείπεται τῶν θερα-
-Z/13/420/17	πευόντων καλῶς φαρμάκων τὰ πυρίκαυτα, περὶ ὧν καὶ αὐ-
-Z/13/420/18	τῶν αὖθις εἰρήσεται. βελτίους γὰρ ἐπὶ τούτων αἱ ἄλλαι  
-Z/13/421/1	λευκαὶ μήτε λιβανωτὸν ἔχουσαι μήτε ῥητίνην. ἀπολείπονται 
-Z/13/421/2	δὲ καὶ αὗται πάμπολυ τῶν ἰδίως ἰωμένων τὰ πυρίκαυτα, 
-Z/13/421/3	καθάπερ ἔφην τὴν ὑπ' ἐμοῦ συντεθεῖσαν ἐκθεραπεύειν αὐτὰ 
-Z/13/421/4	προσλαβοῦσαν ὄξος. ἐκείνη μὲν γὰρ ἐν ἅπαντι καιρῷ χρή-
-Z/13/421/5	σιμος, ἡ δὲ διὰ τοῦ πεπέρεως λευκὴ τοῖς ἀποδαρεῖσι κατα-
-Z/13/421/6	καύμασιν. ὅταν μὲν οὖν εἰς οὐλὴν ἄγηται, χρήσιμος, ἔμπρο-
-Z/13/421/7	σθεν δὲ καθ' ἑαυτὴν μὲν ἄχρηστος, ἀνεθεῖσα δ' ἐν ἐλαίῳ 
-Z/13/421/8	μυρσίνῳ χρήσιμος, οὐ μὴν ἰσοσθενῶς γε τοῖς ἰδίως ἁρμότ-
-Z/13/421/9	τουσι πρὸς τὰ πυρίκαυτα φαρμάκοις. καὶ δηχθεῖσιν αὐτὴν 
-Z/13/421/10	ὁ Ἥρας ἁρμόττειν φησίν. ἀλλὰ κᾀνταῦθα διορισμοῦ χρεία. 
-Z/13/421/11	ἐπὶ μὲν γὰρ τῶν σκληρῶν καὶ δυσπέπτων ἀσθενέ-
-Z/13/421/12	στερόν ἐστι τὸ φάρμακον, ἐπὶ δὲ τῶν μετριωτέρων ἱκανὸν 
-Z/13/421/13	καὶ μάλιστα ἐπὶ γερόντων καὶ παίδων καὶ γυναικῶν καὶ 
-Z/13/421/14	συλλήβδην φάναι τῶν ἁπαλοσάρκων. ἔστι δὲ καὶ τοῖς ἰόν-
-Z/13/421/15	θοις τὸ φάρμακον χρήσιμον, ὡς καὶ τοῦτο ἔγραψεν ὁ Ἥρας 
-Z/13/421/16	ἀληθεύων. ἀδιορίστως δὲ περὶ τῶν ἐξανθημάτων ἀπεφήνατο. 
-Z/13/421/17	καὶ γὰρ καὶ τούτων ὅσα μετρίως ὑπόσκληρα θεραπεύει, τὰ 
-Z/13/421/18	δὲ ἐπὶ πλέον ἥκοντα θέρμης ἤ τι φλεγμονῶδες ἔχοντα, πα- 
-Z/13/422/1	ροξύνει καὶ μάλιστα ἐν ἀρχῇ. ἐφεξῆς δὲ τῶν εἰρημένων ὁ 
-Z/13/422/2	Ἥρας ἔγραψε κατὰ λέξιν οὕτως. ἐποίησε καὶ ἐπὶ σκληρίας 
-Z/13/422/3	τριμηνιαίου, ἥτις συνέστη ἐκ τόκου, καὶ διεφόρησεν, οὐκ ἀδύ-
-Z/13/422/4	νατα λέγων. ἐχρῆν δ' αὐτὸν προσγεγραφέναι τίνος ἦν ἡ 
-Z/13/422/5	σκληρία, πότερον αὐτῆς ὅλης τῆς μήτρας ἢ κατὰ τὸν αὐ-
-Z/13/422/6	χένα μόνον ἢ τὸ στόμιον, ἢ κατὰ τὰς κεραίας ἢ κατά τι 
-Z/13/422/7	τῶν ἔξωθεν ἐπικειμένων σωμάτων αὐτῇ. καὶ πρὸς σύριγγας 
-Z/13/422/8	δὲ ἐπαινεῖ τὴν ἔμπλαστρον αὐτὴν ὁ Ἥρας μειζόνως ἢ πέ-
-Z/13/422/9	φυκεν, ἁπάσας τε τὰς ἄλλας καὶ μάλιστα τὰς ἐν δακτυλίῳ 
-Z/13/422/10	γινομένας. αὐτὸς γὰρ οὕτως ὠνόμασε, θεραπεύειν αὐτὴν ἀπο-
-Z/13/422/11	φηνάμενος. ὁμοίως δὲ καὶ πρὸς ποδάγραν καὶ ἄνθρακας, 
-Z/13/422/12	ἐπινυκτίδας τε καὶ κονδυλώματα, λέπρας τε καὶ λειχῆνας 
-Z/13/422/13	καὶ ὑπώπια τὴν προκειμένην ἔμπλαστρον ἐπαινῶν ἐστιν ὁ 
-Z/13/422/14	Ἥρας. εἰ μὲν οὖν ὡς τῶν βελτιόνων αὐτῷ μὴ παρόντων 
-Z/13/422/15	χρησάμενός τις αὐτῇ μετρίως ἂν ὠφελήσειεν, ἀληθῶς ὑπεί-
-Z/13/422/16	ληφεν· εἰ δ' ὡς ἀρίστῳ φαρμάκῳ πρὸς ταῦτα, ψεύδεται φα-
-Z/13/422/17	νερῶς, ἑτέρων πολλῶν ἀμεινόνων ὄντων. ἐπὶ δ' οὖν 
-Z/13/422/18	τῷ τέλει τῶν ἐπαίνων αὐτῆς οὕτως ἔγραψεν αὐτοῖς ὀνόμασι.  
-Z/13/423/1	χρῶ δὲ αὐτῇ μάλιστα, ὅταν ἕλκος ὑπὸ δριμέων φαρμάκων 
-Z/13/423/2	καὶ ἐναίμων ἀναλύηται καὶ ἀναφλεγμαίνῃ καὶ ἐπὶ τῶν περὶ 
-Z/13/423/3	τὸ γόνυ ἀποστημάτων. ἐχρῆν δὲ κᾀνταῦθα προσγεγράφθαι, 
-Z/13/423/4	κατὰ μὲν τὸν τῶν ἀποστημάτων λόγον τοὺς ἁπαλοσάρκους 
-Z/13/423/5	καὶ παῖδας καὶ γυναῖκας καὶ γέροντας, ἐπὶ δὲ τῶν ἑλκῶν 
-Z/13/423/6	τὰς ἰδέας αὐτῶν, ὡς ἡμᾶς ποιήσομεν ἐν τῷ περὶ τῶν κα-
-Z/13/423/7	κοήθων ἑλκῶν λόγῳ. τῶν γὰρ οὕτως κακοήθων οὐδενός ἐστιν 
-Z/13/423/8	ἡ προκειμένη κατὰ τὸν ἐνεστῶτα λόγον ἔμπλαστρος ἐπου-
-Z/13/423/9	λωτική. διορισμοῦ δὲ δεῖ τοῖς δυσεπουλώτοις ἀπὸ τῶν κα-
-Z/13/423/10	κοήθων. οὐδὲ γὰρ πάντ' ἐστὶ τὰ κακοήθη δυσεπούλωτα. 
-Z/13/423/11	καὶ λεχθήσεται δηλονότι προϊόντος τοῦ λόγου περί τε τῆς 
-Z/13/423/12	διαφορᾶς αὐτῶν καὶ τῶν φαρμάκων, ὅσα πέφυκεν ὠφελεῖν 
-Z/13/423/13	ἑκάτερα. καὶ διὰ μόνων δὲ τῶν μεταλλικῶν ἐγχωρεῖ σκευα-
-Z/13/423/14	σθῆναι λευκὴν ἔμπλαστρον, ὡς ὀλίγον ἔμπροσθεν ἐπὶ τῆς 
-Z/13/423/15	λιθαργύρου μόνης ἑψηθείσης ἔλεγον. ἐὰν γὰρ τῇ λιθαργύρῳ 
-Z/13/423/16	προσβληθῇ τὸ ψιμύθιον, εἶτα ἐλαίου τε καὶ ὕδατος ἑκατέ-
-Z/13/423/17	ρου διπλάσιον μιχθῇ καὶ τὴν ἕψησιν, ὡς ἀρτίως εἶπον, ἐπ' 
-Z/13/423/18	ἀνθράκων προδιακεκαυμένων ἐν ἀέρι λαμπρῷ ποιήσηταί τις,  
-Z/13/424/1	ἐχέκολλόν τε τὸ φάρμακον ἔσται καὶ λευκὸν τῇ χρόᾳ, τοῦ 
-Z/13/424/2	δὲ διὰ μόνης λιθαργύρου κατασκευασθέντος ἐμψυκτικώτερον. 
-Z/13/424/3	ὥσπερ γὰρ ἡ μολύβδαινα ψυκτικωτέρας τε καὶ παχυμερε-
-Z/13/424/4	στέρας ἐστὶ φύσεως καὶ ἐὰν λιθαργύρῳ περιβάλλῃ τις αὐ-
-Z/13/424/5	τὴν, οὕτω καὶ τὸ ψιμύθιον ἢ καὶ μᾶλλον ἔτι τῆς μολυβδαί-
-Z/13/424/6	νης. εἰ δὲ καὶ παλαιὸν ἐμβληθείη τὸ ἔλαιον, ἕξει καὶ τοῦτο 
-Z/13/424/7	τὸ φάρμακον οὐκ ὀλίγην γλισχρότητα πρὸς τὸ μὴ ῥᾳδίως 
-Z/13/424/8	ἀποπίπτειν τοῦ σώματος, ᾧπερ ἂν ἐπιτεθὲν τύχῃ. λευκὴν 
-Z/13/424/9	δὲ γενέσθαι τὴν ἔμπλαστρον εἰ βούλοισθε, καθαρώτατον ὡς 
-Z/13/424/10	οἷόν τε καὶ λαμπρότατον ἔλαιον ἐμβάλλετε, πολλὰ γάρ ἐστιν 
-Z/13/424/11	οὐ τοιαῦτα. παρηγορικὸν δὲ καὶ ἀνώδυνον ἔσται τὸ φάρ-
-Z/13/424/12	μακον, ἐὰν καὶ στέατος αὐτῷ τις ἐπεμβάλῃ, καθάπερ εἴωθα 
-Z/13/424/13	ποιεῖν ἐγώ. χήνειον δ' ἔστω τὸ στέαρ ἢ τούτου μὴ παρόν-
-Z/13/424/14	τος ὀρνίθειον· εἰ δὲ μηδὲ τοῦτ' ἔχοιμεν, ὕειον ἐμβάλλωμεν, 
-Z/13/424/15	εἰδότες μὲν οὐ σμικρὰν ὑπεροχὴν εἶναι τοῦ χηνείου παρὰ 
-Z/13/424/16	τὰ ἄλλα, χρώμενοι δὲ καὶ τοῖς χείροσιν, ὅταν ἀπορῶμεν τοῦ 
-Z/13/424/17	καλλίστου. καὶ γὰρ ὅταν μὴ παρῇ κιννάμωμον, ἐπὶ τὴν ἀρί-
-Z/13/424/18	στην ἐρχόμεθα κασσίαν. ἀρκεῖ δὲ ἐπὶ τῇ προειρημένῃ συμ- 
-Z/13/425/1	μετρίᾳ μιγνύναι τοῦ στέατος ἥμισυ μέρος τοῦ σταθμοῦ 
-Z/13/425/2	τῶν μεταλλικῶν ἑκατέρου, ὡς εἶναι λιθαργύρου μὲν καὶ ψι-
-Z/13/425/3	μυθίου μέρος ἓν ἑκατέρου, διπλάσιον δὲ ἐλαίου καὶ διπλά-
-Z/13/425/4	σιον ὕδατος ἢ καὶ πλεῖστον ὀλίγῳ, τοῦ δὲ στέατος ἥμισυ 
-Z/13/425/5	μέρος. ὅπως δὲ λέγω τοῖς ἱσταμένοις ἐπὶ ζυγοῦ τὰ μετρού-
-Z/13/425/6	μενα, διπλάσιά τε ἡμίσεα καὶ ἴσα, μικρὸν ἔμπροσθεν ἐδή-
-Z/13/425/7	λωσα, τὴν ὁμωνυμίαν ἐξηγησάμενος τῆς παρὰ Ῥωμαίοις στα-
-Z/13/425/8	θμικῆς λίτρας τῇ μετρικῇ. τοῦτο τὸ φάρμακον ἐσκεύασα πο-
-Z/13/425/9	λυειδῶς· καὶ γὰρ ἴσα τὰ τέτταρα μίξας, ἥμισυ τοῦ στέατος 
-Z/13/425/10	ἐνέβαλον εἰς αὐτὰ, καί ποτε καὶ τῶν ὑγρῶν ἑκατέρου μέρους 
-Z/13/425/11	ἓν καὶ ἥμισυ. γενήσεται δὲ ὡς ἐπὶ παραδείγματος ἡ συμ-
-Z/13/425/12	μετρία τοιάδε. λιθαργύρου Λʹ αʹ. ψιμυθίου Λʹ αʹ. τοῦ δὲ 
-Z/13/425/13	ἐλαίου καὶ τοῦ ὕδατος ἑκατέρου λίτρας ἥμισυ καὶ λοιποῦ 
-Z/13/425/14	στέατος ἡμίλιτρον, ἔσθ' ὅτε δὲ καὶ τὸ τρίτον τῆς λίτρας 
-Z/13/425/15	ἔβαλλον, ὥσπερ καὶ τοῦ ὕδατος μίαν λίτραν. ὃ δ' εἰώθασι 
-Z/13/425/16	λέγειν πολλάκις οἱ ἰδιῶται καὶ τῶν ἰατρῶν οἱ τοιούτοις 
-Z/13/425/17	ὅμοιοι, φυλάξασθέ ποτε εἰπεῖν, ὡς αὐτοὶ λέγουσιν, ἄμεινον 
-Z/13/425/18	γίγνεσθαι τόδε τι τὸ φάρμακον, εἰ προσλάβοι τοῦδέ τινος,  
-Z/13/426/1	ὅπερ ἂν ὀνομάσωσιν. ἔνιοι δ' αὐτῶν μὲν ἀγνοεῖν ὁμολο-
-Z/13/426/2	γοῦσιν, ἐρωτῶσι δ' ἡμᾶς ὁποία τῶν συνθέσεων καὶ σκευ-
-Z/13/426/3	ασιῶν ἐστι καλλίστη, μὴ γινώσκοντες ἄλλην ἐπὶ ἄλλης δια-
-Z/13/426/4	θέσεως εἶναι χρησιμωτέραν, ἁπλῶς δὲ καὶ ἀδιορίστως οὐδε-
-Z/13/426/5	μίαν ἀρίστην. διὰ τοῦτ' οὖν ἐγὼ τῶν ἁπλῶν φαρμάκων 
-Z/13/426/6	ὑμᾶς ἀξιῶ τὰς δυνάμεις ἀκριβῶς ἐπίστασθαι· χρῆσθαι 
-Z/13/426/7	γὰρ οὐχ οἷόν τε καλῶς τῷ συνθέτῳ τούτων ἀγνοουμένων. 
[0057]  [077]  []  []

-Z/13/426/8	αὐτίκα γοῦν ἐπὶ τῆς προκειμένης κατὰ τὸν λόγον τόνδε λευ-
-Z/13/426/9	κῆς ἐμπλάστρου τὸ πρόσφατον στέαρ μιγνύμενον ἀνωδυ-
-Z/13/426/10	νώτερον μὲν ἐργάσεται τὸ φάρμακον, ὡς κᾂν ὑποφλεγμαίνῃ 
-Z/13/426/11	τὸ ἕλκος, ὠφελεῖν αὐτὸ, χεῖρον δ' εἰς τὴν ἐπούλωσιν ποι-
-Z/13/426/12	ήσει. τὸ δὲ χωρὶς τοῦ στέατος ἐπουλωτικώτερον μὲν, οὐχ 
-Z/13/426/13	ὁμοίως δὲ ἀνώδυνον. εἴρηται δὲ καὶ πρόσθεν ὡς ὕδατος 
-Z/13/426/14	μὲν προσλαβὸν ἐμψυκτικώτερον γίγνεται, παλαιοῦ δὲ ἐλαίου 
-Z/13/426/15	διαφορητικώτερον. ὁ δυνάμενος οὖν γνῶναι τίνος μᾶλλον 
-Z/13/426/16	χρῄζοι τὸ ἕλκος, οὗτος ἄριστα καὶ αὐτὸς συνθήσει τὰ φάρ-
-Z/13/426/17	μακα καὶ τοῖς ἤδη συγκειμένοις χρήσεται. κᾀμὲ πολλάκις 
-Z/13/426/18	ἐθεάσασθε τοῖς τῶν παρακαλεσάντων ἰατρῶν εἰς συμβουλὴν  
-Z/13/427/1	φαρμάκοις θεραπεύσαντα πολλὰ τῶν ἐκείνοις ἀπορουμένων. 
-Z/13/427/2	ἄριστον οὖν εἴρηται φάρμακον οὐχ ἁπλῶς, ἀλλὰ τῶν ἐπαγ-
-Z/13/427/3	γελλομένων τόδε τι ποιεῖν, ὥσπερ ἐγὼ τὴν φοινικίνην ἀρί-
-Z/13/427/4	στην ἔφην εἶναι πρὸς τὰ ῥευματικὰ χρωμένων αὐτῇ κατὰ 
-Z/13/427/5	τοὺς προειρημένους διορισμούς. 
-Z/13/427/6	  [Περὶ τῶν ἄλλων λευκῶν ἐμπλάστρων.] Αἱ 
-Z/13/427/7	μὲν οὖν προειρημέναι λευκαὶ καθ' ὃν εἴρηκα λόγον ἐσκευ-
-Z/13/427/8	άσθησαν ἐκ παλαιοῦ. πολυειδεῖς δ' ἄλλαι μετὰ ταῦτα συνε-
-Z/13/427/9	τέθησαν, ἀφαιρούντων γέ τινα καὶ προστιθέντων καὶ ὑπαλ-
-Z/13/427/10	λαττόντων τῶν ἐπιγινομένων ἰατρῶν, περὶ ὧν καὶ αὐτῶν 
-Z/13/427/11	ἄμεινον εἰπεῖν ἕνεκα τοῦ γυμνάσασθαι ποικίλως ὑμᾶς ἐν τῇ 
-Z/13/427/12	τῶν φαρμάκων συνθέσει. γέγραπται τοίνυν ὑπ' Ἀνδρομά-
-Z/13/427/13	χου κατὰ τὸ βιβλίον, ὃ ἐπιγράφει δυνάμεις πρὸς τὰ ἐκτὸς, 
-Z/13/427/14	ὡδί πως αὐτοῖς ὀνόμασι· λευκὴ ᾗ χρῶμαι. λιθαργύρου μνᾶ 
-Z/13/427/15	αʹ. ψιμυθίου μνᾶ αʹ. κηροῦ τέταρτον, ῥητίνης τέταρτον, 
-Z/13/427/16	ἐλαίου κοτύλαι γʹ. ὕδατος κοτύλαι βʹ. ταῦτα μὲν 
-Z/13/427/17	ἔγραψεν ὁ Ἀνδρόμαχος, οὔτ' ἐπὶ τίνων ἁρμόττει προσγρά-
-Z/13/427/18	ψας οὔτε περὶ τῆς ἑψήσεως αὐτοῦ διελθών. τινὲς μὲν οὖν  
-Z/13/428/1	εἴκοσιν οὐγγίας ἔχειν φασὶ τὴν μνᾶν, ἔνιοι δὲ ἑκκαίδεκα. 
-Z/13/428/2	καὶ δύναιτ' ἂν ἑκατέρως σκευάζεσθαι τὸ φάρμακον, οὐ μὴν 
