
[0086]  [048]  [Divis]  []

-Z//1col1/8	1. 
-Z//64/12	καὶ ὁ λοχαγὸς τοῦ ἰδιώτου καὶ τὸ α̅ τοῦ β̅. δυνάμει δέ 
-Z//64/13	φαμεν εἶναι πρότερον τὸν στρατηγὸν τοῦ στρατιώτου καὶ 
-Z//64/14	ἁπλῶς τὸν δυνάστην τοῦ ἰδιώτου. χρόνῳ δέ, οἷον πατὴρ 
-Z//64/15	υἱοῦ καὶ πᾶν τὸ πρεσβύτερον τοῦ νεωτέρου. φύσει δέ ἐστι 
-Z//64/16	πρότερον, οἷον ἥ τε μονὰς τῆς δυάδος καὶ τὸ μέρος τοῦ 
-Z//64/17	ὅλου καὶ τὸ γένος τοῦ εἴδους, καὶ ἁπλῶς ὅσα αὐτὰ ἀλλή-
-Z//64/18	λοις μὴ συναναιρεῖται, τούτων τὸ μὲν συναναιροῦν πρότερόν 
-Z//64/19	ἐστι, τὸ φύσει δὲ συναναιρούμενον ὕστερον· οἷον τῆς μο-
-Z//64/20	νάδος ἀναιρεθείσης ἡ δυὰς ἀναιρεῖται καὶ πᾶς ἀριθμός, 
-Z//64/21	δυάδος δὲ ἀναιρεθείσης οὐδὲν κωλύει μονάδα εἶναι· πρό-
-Z//64/22	τερον τοίνυν τῇ φύσει μονὰς δυάδος. ὁμοίως δὲ καὶ τοῦ 
-Z//64/23	μέρους ἀναιρεθέντος τὸ ὅλον ἀναιρεῖται, τοῦ δὲ ὅλου μὴ 
-Z//64/24	ὄντος οὐδὲν κωλύει τὸ μέρος εἶναι. 
-Z//64/25	  φανερὸν δὲ ὅτι ὁσαχῶς τὸ πρότερον λέγεται, τοσαυταχῶς 
-Z//64/26	καὶ τὸ ὕστερον λεχθήσεται· τὸ γὰρ ὕστερον ἐροῦμεν ἢ φύσει 
-Z//64/27	ἢ χρόνῳ ἢ θέσει ἢ τάξει ἢ δυνάμει.  
-Z//65/1	[66] 
-Z//65/2	  ὁσαχῶς τὸ πρότερον καὶ τὸ ὕστερον λέγεται, τοσαυταχῶς 
-Z//65/3	καὶ περὶ τοῦ ἅμα λεχθήσεται, οἷον ἢ φύσει ἢ θέσει ἢ δυ-
-Z//65/4	νάμει ἢ χρόνῳ ἢ τάξει. θέσει μὲν οὖν εἰσι τὰ τοιαῦτα 
-Z//65/5	ἅμα, ὅσα τῷ τόπῳ ἐξ ἴσου ἐστίν, οἷον τὰ τρέχοντα ἅμα φα-
-Z//65/6	μὲν εἶναι καὶ τὰ ἑστηκότα. τάξει δέ ἐστιν τὰ τοιαῦτα ἅμα, 
-Z//65/7	οἷον οἱ τοῖς ζυγοῖς στοιχοῦντες, δυνάμει δὲ ἅμα λέγομεν τὰ 
-Z//65/8	μηδὲν ἀλλήλων πλέον δυνάμενα, χρόνῳ δὲ τὰ τοιαῦτα φα-
-Z//65/9	μὲν εἶναι ἅμα τὰ κατὰ τὸν αὐτὸν χρόνον ὄντα, φύσει δὲ 
-Z//65/10	λεκτέον ἅμα εἶναι τά τε συναναιροῦντα ἄλληλα καὶ τὰ μὴ 
-Z//65/11	δυνάμενα χωρὶς ἀλλήλων εἶναι, οἷον τό τε διπλάσιον καὶ 
-Z//65/12	τὸ ἥμισυ· ταῦτα γὰρ συναναιροῦνται ἀλλήλοις καὶ τὸ ἕτερον 
-Z//65/13	χωρὶς τοῦ ἑτέρου ἀδύνατον εἶναι· διπλασίου γὰρ ἀναιρε-
-Z//65/14	θέντος οὐκ ἔσται ἥμισυ καὶ ἡμίσους ἀναιρεθέντος οὐκ ἔσται 
-Z//65/15	διπλάσιον καὶ ἀδύνατόν ἐστι διπλασίου ὄντος μὴ εἶναι ἥμισυ. 
-Z//65/16	  τούτων οὕτως ἀποδειχθέντων ἀκόλουθον εἰπεῖν περὶ τῶν 
-Z//65/17	ὄντων. 
-Z//65/19	[68] 
-Z//65/20	  διαιροῦνται τὰ ἐναντία οὕτως. τῶν ὄντων τῶν μὲν ἔστι 
-Z//65/21	τι ἐναντίον, τῶν δὲ οὔ. χρυσῷ μὲν γὰρ καὶ ἀνθρώπῳ καὶ 
-Z//65/22	ἱματίῳ καὶ τοῖς τοιούτοις οὐδέν ἐστιν ἐναντίον, ἀρετῇ δὲ 
-Z//65/23	καὶ ἀγαθῷ καὶ θερμῷ ἔστι 〈τι〉 ἐναντίον· ἀγαθῷ μὲν γὰρ 
-Z//65/24	ἐναντίον τὸ κακόν, ἀρετῇ δὲ κακία, θερμῷ δὲ ψυχρόν. τῶν 
-Z//65/25	ἐναντίων τοίνυν αὐτῶν τὰ μὲν ἔχουσί τι ἀνὰ μέσον, τὰ δὲ 
-Z//65/26	οὔ. ἀγαθοῦ μὲν γὰρ καὶ κακοῦ ἔστι τι ἀνὰ μέσον, κινή-
[0086]  [048]  [Divis]  []

-Z//65/27	σεως δὲ καὶ ἠρεμίας οὐδέν ἐστιν ἀνὰ μέσον· ἐξ ἀνάγκης  
-Z//66/1	γὰρ πάντα ἢ κινεῖται ἢ ἠρεμεῖ. καὶ ζωῆς καὶ θανάτου 
-Z//66/2	οὐδέν ἐστιν ἀνὰ μέσον· ἐξ ἀνάγκης γὰρ ὅπερ τῆς ζωῆς 
-Z//66/3	δεκτικόν ἐστιν, ἢ ζῇ ἢ τέθνηκεν. αὐτὰ δὲ τὰ ἐναντία λέ-
-Z//66/4	γεται τριττῶς· ἢ γὰρ ὡς ἀγαθῷ κακὸν ἐναντίον ἐστίν, οἷον 
-Z//66/5	τῇ δικαιοσύνῃ ἡ ἀδικία καὶ τῇ σωφροσύνῃ ἡ ἀκολασία καὶ 
-Z//66/6	τὰ τοιαῦτα, ἢ ὡς οὐδέτερον οὐδετέρῳ ἐναντίον ἐστίν 〈οἷον 
-Z//66/7	........〉· τούτων γὰρ οὐδέν ἐστιν οὔτε κακὸν οὔτε ἀγαθόν. 
-Z//66/8	ὡς κακὸν κακῷ δὲ ἐναντίον ἐστὶν [κακὸν] ἡ ὑπερβολὴ τῇ 
-Z//66/9	ἐνδείᾳ καὶ τὰ καθ' ὑπερβολὴν καὶ ἔλλειψιν λεγόμενα, οἷον 
-Z//66/10	τὸ ὑπερβαλλόντως ψύχεσθαι 〈τῷ ὑπερβαλλόντως θερμοῦσθαι〉· 
-Z//66/11	ταῦτα γὰρ καθ' ὑπερβολὴν λέγεται. καὶ τὸ ἐλλεῖπον τοῦ 
-Z//66/12	θερμοῦ τῷ ἐλλείποντι τοῦ ψυχροῦ· καὶ γὰρ ταῦτα κατ' ἔλ-
-Z//66/13	λειψιν ἐναντία. 
-Z//66/14	[69] 
-Z//66/15	  μετὰ ταῦτα τοίνυν περὶ καταφάσεως σκεπτέον πῶς λέ-
-Z//66/16	γομεν. φαμὲν οὖν πᾶσαν κατηγορίαν ᾗ δηλοῦμεν ὑπάρχειν 
-Z//66/17	τι κατάφασιν εἶναι, οἷον τὸ καθῆσθαι τὸν ἄνθρωπον ἢ 
-Z//66/18	λευκὸν εἶναι τὸ ἱμάτιον καὶ πάντα τὰ τοῦτον τὸν τρόπον 
-Z//66/19	λεγόμενα. ἀπόφασις δέ ἐστι τοιοῦτον οἷον τὸ μὴ καθῆσθαι 
-Z//66/20	τὸν ἄνθρωπον καὶ τὸ μὴ λευκὸν εἶναι τὸ ἱμάτιον καὶ ἁπλῶς 
-Z//66/21	οὗ τὸ μὴ ἢ τὸ οὒ προστεθὲν σημαίνει μὴ ὑπάρχειν τι.  
