
[0057]  [009]  []  []

-Z/1/509/t1	    {ΓΑΛΗΝΟΥ ΠΕΡΙ ΚΡΑΣΕΩΝ} 
-Z/1/549/15	μένων θερμῶν καὶ ψυχρῶν καὶ ξηρῶν καὶ ὑγρῶν οὐσιῶν 
-Z/1/549/16	ἀρξάμενον οὕτως ἐπὶ τὰς ἄλλας μετιέναι καὶ πρῶτον μὲν 
-Z/1/549/17	αὐτὸ δὴ τοῦτ' ἐπ' αὐτῶν διορίσασθαι, τὸ μηδὲ ταύτας, εἰ 
-Z/1/549/18	καὶ ὅτι μάλιστα δοκοῦσιν ἁπλῶς λέγεσθαι, πεφευγέναι τὴν 
-Z/1/550/1	πρὸς τὸ | σύμμετρον ὁμογενὲς παραβολήν. ὥσπερ γὰρ κύνα 
-Z/1/550/2	μέσον ἁπάντων κυνῶν τῇ κράσει λέγομεν, ὅταν ἴσον ἀπέχῃ 
-Z/1/550/3	τῶν ἄκρων, οὕτω καὶ οὐσίαν ἐροῦμεν εἶναι μέσην τῇ κράσει 
[0057]  [009]  []  []

-Z/1/550/4	τὴν ἴσον ἀπέχουσαν τῶν ἄκρων, ἃ δὴ καὶ πρῶτα πάντων 
-Z/1/550/5	ἐστὶ στοιχεῖα. ἴσον δ' ἀφέξει δηλονότι τῶν ἄκρων, ἐξ ἴσου 
-Z/1/550/6	κερασθέντων ἁπάντων. τὴν οὖν ὑπερβάλλουσαν ἢ ἐλλεί-
-Z/1/550/7	πουσαν τῆσδε θερμὴν ἢ ψυχρὰν ἢ ξηρὰν ἢ ὑγρὰν εἶναι 
-Z/1/550/8	φήσομεν, ἅμα μὲν τῇ μέσῃ παραβάλλοντες, ἅμα δὲ καὶ τῶν 
-Z/1/550/9	ἐναντίων στοιχείων ἐξέτασιν ἐπ' αὐτῆς ποιούμενοι. καὶ δὴ 
-Z/1/550/10	καὶ κατὰ τοῦτο μὲν ἁπλῶς ἐροῦμεν αὐτὴν ἢ θερμὴν ἢ 
-Z/1/550/11	ψυχρὰν ἢ ξηρὰν ἢ ὑγρὰν ὑπάρχειν. ἐπειδὰν δὲ τῇ μέσῃ 
-Z/1/550/12	κράσει παραβάλλωμεν, οὐχ ἁπλῶς, ἀλλ' ὅτι πρὸς τὸ σύμ-
-Z/1/550/13	μετρον ὁμογενὲς οὕτως ἔχει. γένος δ' ἦν αὐτῶν ἡ οὐσία. 
-Z/1/550/14	πάντα γὰρ ὑπὸ ταύτην πέπτωκεν ὡς ἀνωτάτω τι γένος, 
-Z/1/550/15	ἔμψυχά τε καὶ ἄψυχα, καὶ κοινόν ἐστιν ἥδε καὶ ἀνθρώπου 
-Z/1/551/1	καὶ κυνὸς καὶ πλατάνου | καὶ συκῆς καὶ λίθου καὶ χαλκοῦ 
-Z/1/551/2	καὶ σιδήρου καὶ τῶν ἄλλων ἁπάντων γένος. ὑπ' αὐτῇ δ' 
-Z/1/551/3	ἐστὶν ἕτερα γένη πολλά, τὸ μὲν ζῷον ὄρνιθός τε καὶ ἰχθύος, 
-Z/1/551/4	τὸ δὲ φυτὸν δένδρου τε καὶ βοτάνης, ἀετοῦ δὲ καὶ κόρακος 
-Z/1/551/5	ὄρνις, καὶ λάβρακος καὶ φυκίδος ἰχθύς. ὡσαύτως δὲ καὶ 
-Z/1/551/6	τὸ μὲν δένδρον ἐλαίας τε καὶ συκῆς γένος, ἡ βοτάνη δ' 
-Z/1/551/7	ἀναγαλλίδος τε καὶ παιωνίας. ἔσχατα δὲ γένη ταῦτα καὶ 
-Z/1/551/8	διὰ τοῦτο καὶ εἴδη προσαγορεύεται, κόραξ καὶ φυκὶς καὶ 
-Z/1/551/9	συκῆ καὶ ἀναγαλλίς· οὕτω δὲ καὶ ἄνθρωπος καὶ βοῦς καὶ  
-Z/1/551/10	κύων. ἄνωθεν μὲν κατιόντων ἔσχατα γένη ταῦτα καὶ διὰ 
-Z/1/551/11	τοῦτο καὶ εἴδη προσαγορεύεται, κάτωθεν δ' ἀνιόντων ἀπὸ 
-Z/1/551/12	τῶν ἀτόμων οὐσιῶν πρῶτα. καὶ δέδεικται δι' ἑτέρου γράμ-
-Z/1/551/13	ματος, ὡς εὐλόγως οἱ παλαιοὶ ταῦτα σύμπαντα τὰ μεταξὺ 
-Z/1/551/14	τῶν ἀτόμων τε καὶ τῶν πρώτων γενῶν εἴδη θ' ἅμα καὶ 
-Z/1/551/15	γένη προσαγορεύουσιν. 
-Z/1/551/16	  Ὁπότ' οὖν διῄρηται τὰ σημαινόμενα καὶ ὡς 
-Z/1/551/17	οὐχ ἁπλῶς ἀποφαίνεσθαι χρὴ θερμόν τι καὶ ψυχρὸν καὶ 
-Z/1/552/1	ξηρὸν καὶ ὑγρὸν σῶμα, σαφῶς ἐπιδέδεικται, ζητητέον | ἐφεξῆς 
-Z/1/552/2	αὐτῶν τὰ γνωρίσματα. καίτοι κἀνταῦθα χρὴ πρότερον ὑπὲρ 
-Z/1/552/3	τῶν ὀνομάτων διελέσθαι τῶν ἐμπίπτειν μελλόντων ἐξ ἀνάγ-
-Z/1/552/4	κης εἰς τὸν ἐφεξῆς λόγον ἐξαπλῶσαί τέ τι πρᾶγμα, δυνάμει 
-Z/1/552/5	μὲν ἤδη προαποδεδειγμένον, οὐ μὴν ἐναργῶς γε πᾶσι τοῖς 
-Z/1/552/6	ἀναγιγνώσκουσι τόδε τὸ γράμμα νοηθῆναι δυνάμενον. ὑπὲρ 
-Z/1/552/7	τῶν ὀνομάτων οὖν πρῶτον εἰπόντες οὕτως ἐπανίωμεν ἐπὶ 
-Z/1/552/8	τὸ πρᾶγμα. 
-Z/1/552/9	  Τὸ θερμὸν καὶ τὸ ψυχρὸν καὶ τὸ ξηρὸν καὶ τὸ ὑγρὸν 
-Z/1/552/10	ὅτι μὲν οὐχ ἕν τι σημαίνει παρὰ τοῖς Ἕλλησιν, ἐπειδὰν ἐπὶ 
-Z/1/552/11	σωμάτων λέγηται, δέδεικται πρόσθεν· ὅτι δὲ καὶ τὰς ἐν τοῖς 
-Z/1/552/12	σώμασι ποιότητας αὐτὰς μόνας ἄνευ τῶν δεδεγμένων αὐτὰς οὐ-
-Z/1/552/13	σιῶν οὕτως ὀνομάζουσιν ἐνίοτε, τοῦτο μὲν οὔπω εἴρηται πρό-
-Z/1/552/14	σθεν, ἤδη δ' αὐτὸ λέγεσθαι καιρός. ὥσπερ οὖν τὸ λευκὸν 
-Z/1/552/15	ὄνομα κατά τε τοῦ χρώματος ἐπιφέρουσιν, ἐπειδὰν οὕτω λέγω-
-Z/1/552/16	σιν, ἐναντίον ἐστὶ τὸ λευκὸν χρῶμα τῷ μέλανι, κατά τε τοῦ 
-Z/1/552/17	δεδεγμένου τὸ χρῶμα σώματος, ἐπειδὰν τὸ τοῦ κύκνου σῶμα 
-Z/1/552/18	λευκὸν εἶναι φάσκωσιν, οὕτω καὶ τὸ θερμὸν ὄνομα κατά τε 
-Z/1/553/1	| τῆς ποιότητος ἐπιφέρουσιν, ὡς εἰ καὶ θερμότητα προσηγό-
-Z/1/553/2	ρευον, ἀλλὰ καὶ κατὰ τοῦ σώματος, ὃ τὴν θερμότητα δέ- 
-Z/1/553/3	δεκται. τὴν γὰρ δὴ ποιότητα παρὰ τὸ δεδεγμένον αὐτὴν 
-Z/1/553/4	σῶμα χρὴ νομίζειν εἶναί τινα φύσιν ἔχουσαν ἰδίαν, ὡς ἐν 
-Z/1/553/5	τοῖς Περὶ τῶν στοιχείων λόγοις δέδεικται. θερμότης μὲν 
-Z/1/553/6	οὖν ποιότης, ἡ δ' αὐτὴ καὶ θερμὸν ὀνομάζεται, καθάπερ 
-Z/1/553/7	λευκότης καὶ λευκόν. αὐτὸ δὲ τὸ σῶμα τὸ θερμὸν ἓν τοῦτο 
-Z/1/553/8	μόνον ὄνομα κέκτηται τὸ θερμόν, ὥσπερ τὸ λευκόν. οὐ μὴν 
-Z/1/553/9	οὔτε θερμότης οὔτε λευκότης αὐτὸ τὸ σῶμά ποτε προσαγο-
-Z/1/553/10	ρεύεται. κατὰ δὲ τὸν αὐτὸν τρόπον καὶ ψυχρὸν καὶ ξηρὸν 
-Z/1/553/11	καὶ ὑγρὸν ὀνομάζεται τό τε σῶμα αὐτὸ καὶ ἡ ποιότης· οὐ 
-Z/1/553/12	μὴν καὶ ψυχρότης ἢ ξηρότης ἢ ὑγρότης ἔτι καλεῖται τὸ 
-Z/1/553/13	σῶμα καθάπερ ἡ ἐν αὐτῷ ποιότης. 
-Z/1/553/14	  Τούτων οὖν οὕτως ἐχόντων εὔλογον, ἐπειδὰν μὲν ἤτοι 
-Z/1/553/15	θερμότητά τις ἢ ψυχρότητα διαλεγόμενος εἴπῃ, μηδὲν γίγνε-
-Z/1/553/16	σθαι σόφισμα· μόναι γὰρ ἐκ τῶν τοιούτων ὀνομάτων αἱ 
-Z/1/553/17	ποιότητες δηλοῦνται· θερμὸν δ' εἰπόντος ἢ ψυχρόν, ἐπειδὴ 
-Z/1/554/1	καὶ ἡ ποιότης οὕτω καὶ τὸ σῶμα τὸ δεδεγμένον | αὐτὴν 
-Z/1/554/2	ὀνομάζεται, πρόχειρον γίγνεσθαι τῷ κακουργεῖν ἐθέλοντι τὸ 
-Z/1/554/3	μὴ δηλούμενον ὑπὸ τοῦ λέγοντος ἀκούειν, ἵν' ἔχῃ σοφί-
-Z/1/554/4	ζεσθαι. τοιοῦτον γάρ τι δρῶσι καὶ οἱ πρὸς τὸν ἀφορισμὸν 
-Z/1/554/5	ἀντιλέγοντες, ἐν ᾧ φησιν Ἱπποκράτης· ‘τὰ αὐξανόμενα πλεῖ-
-Z/1/554/6	στον ἔχει τὸ ἔμφυτον θερμόν’. οὐ γὰρ σῶμά τι θερμὸν 
-Z/1/554/7	ἔμφυτον τῷ ζῴῳ λέγεσθαι πρὸς Ἱπποκράτους ἀκούσαντες 
-Z/1/554/8	οὐδὲ ζητήσαντες, ὅ τί ποτ' ἐστὶ τοῦτο, κατὰ τῆς ποιότητος 
-Z/1/554/9	μόνης, ἣν δὴ καὶ θερμότητα καλοῦμεν, εἰρῆσθαι τοὔνομα 
-Z/1/554/10	δεξάμενοι τὴν ἀντιλογίαν οὕτω ποιοῦνται. καὶ φαίνεται καί- 
-Z/1/554/11	τοι σμικρὸν ὂν τὸ διαστέλλεσθαι τὰς ὁμωνυμίας ἐν τῇ χρείᾳ 
-Z/1/554/12	τῶν πραγμάτων ἱκανῶς ἀξιόλογον ὑπάρχον. 
-Z/1/554/13	  Ἀλλ' ἐπειδὴ καὶ τοῦτο σαφῶς ἤδη διώρισται, 
-Z/1/554/14	ἐπὶ τὸ ὑπόλοιπον αὖθις ἐπανιτέον. οὔσης γάρ τινος ἀκράτου 
-Z/1/554/15	καὶ ἀμίκτου ποιότητος, θερμότητός τε καὶ ψυχρότητος καὶ 
-Z/1/554/16	ξηρότητος καὶ ὑγρότητος, ὅσα ταύτας ἐδέξατο σώματα, θερ-
-Z/1/554/17	μὰ δηλονότι καὶ ψυχρὰ καὶ ξηρὰ καὶ ὑγρὰ τελέως τε καὶ 
-Z/1/555/1	ἀκριβῶς ἐστι. ταυτὶ μὲν οὖν μοι νόει | τὰ τῶν γιγνομένων 
-Z/1/555/2	τε καὶ φθειρομένων ἁπάντων στοιχεῖα, τὰ δ' ἄλλα σώματα 
-Z/1/555/3	τά τε τῶν ζῴων καὶ τὰ τῶν φυτῶν καὶ τὰ τῶν ἀψύχων 
-Z/1/555/4	ἁπάντων, οἷον χαλκοῦ καὶ σιδήρου καὶ λίθων καὶ ξύλων, 
-Z/1/555/5	ἐν τῷ μεταξὺ τῶν πρώτων ἐκείνων τετάχθαι. οὐδὲν γὰρ 
-Z/1/555/6	αὐτῶν οὔτ' ἄκρως θερμὸν οὔτ' ἄκρως ψυχρὸν οὔτ' ἄκρως 
-Z/1/555/7	ξηρὸν οὔτ' ἄκρως ὑγρόν ἐστιν, ἀλλ' ἤτοι μέσον ἀκριβῶς 
-Z/1/555/8	ὑπάρχει τῶν ἐναντίων, ὡς μηδὲν μᾶλλον εἶναι θερμὸν ἢ 
-Z/1/555/9	ψυχρὸν ἢ ξηρὸν ἢ ὑγρόν, ἢ θατέρῳ τῶν ἄκρων προσκεχώ-
-Z/1/555/10	ρηκεν, ὡς μᾶλλον εἶναι θερμὸν ἢ ψυχρὸν ἢ μᾶλλον ξηρὸν 
-Z/1/555/11	ἢ ὑγρόν. εἰ μὲν δὴ μέσον ἀκριβῶς εἴη καθ' ἑκατέραν τῶν 
-Z/1/555/12	ἀντιθέσεων, ὡς μηδὲν μᾶλλον εἶναι θερμὸν ἢ ψυχρὸν ἢ 
-Z/1/555/13	ξηρὸν ἢ ὑγρόν, εὔκρατον ἁπλῶς τοῦτο λεχθήσεται· θατέρου 
-Z/1/555/14	δὲ πλεονεκτήσαντος ἤτοι κατὰ τὴν ἑτέραν ἀντίθεσιν ἢ κατ' 
-Z/1/555/15	ἀμφοτέρας, οὐκέτ' εὔκρατον. εἰ μὲν δὴ θερμὸν εἴη μᾶλλον 
-Z/1/555/16	ἢ ψυχρόν, ὃ μᾶλλόν ἐστι, τοῦτο λεχθήσεται. κατὰ ταὐτὰ  
-Z/1/556/1	δὲ καὶ εἰ | ψυχρὸν εἴη μᾶλλον, ὀνομασθήσεται ψυχρόν, 
-Z/1/556/2	ὡσαύτως δὲ καὶ ξηρὸν καὶ ὑγρόν. εἰ δ' ἐξ ἑκατέρας τῆς 
-Z/1/556/3	ἀντιθέσεως ἐπικρατοίη θάτερον, ἤτοι θερμὸν ἅμα καὶ ὑγρὸν 
-Z/1/556/4	ἢ θερμὸν ἅμα καὶ ξηρὸν ἢ ψυχρὸν ἅμα καὶ ξηρὸν ἢ ψυχρὸν 
-Z/1/556/5	ἅμα καὶ ὑγρὸν ὀνομασθήσεται τὸ σῶμα. 
-Z/1/556/6	  Ταύτας μὲν οὖν τὰς τέτταρας δυσκρασίας, ὡς καὶ πρόσθεν 
-Z/1/556/7	εἴπομεν, οἱ πλεῖστοι γιγνώσκουσιν ἰατροί τε καὶ φιλόσοφοι. 
-Z/1/556/8	τὰς δ' ἄλλας τέτταρας τὰς ἐξ ἡμίσεος τούτων γιγνομένας 
-Z/1/556/9	οὐκ οἶδ' ὅπως παραλείπουσιν, ὥσπερ καὶ τὴν πρώτην ἁπα-
-Z/1/556/10	σῶν κρᾶσιν, τὴν ἀρίστην. ἀλλ' ὅτι γε δυνατὸν ἐπικρατοῦν-
-Z/1/556/11	τος τοῦ θερμοῦ μηδὲν μᾶλλον ὑγρὰν ἢ ξηρὰν εἶναι τὴν 
-Z/1/556/12	κρᾶσιν, ὅσον ἐπὶ ταύτῃ τῇ συζυγίᾳ, πρόδηλον μὲν οἶμαι 
-Z/1/556/13	κἀκ τῶν ἤδη προειρημένων εἶναι. ῥᾷστον δέ, κἂν εἰ μηδὲν 
-Z/1/556/14	προείρητο, συλλογίσασθαι, συγχωρησάντων γ' ἅπαξ αὐτῶν 
-Z/1/556/15	ἑτέραν μὲν εἶναι κρᾶσιν ὑγρὰν καὶ θερμήν, ἑτέραν δὲ ξηρὰν 
-Z/1/556/16	καὶ θερμήν. εἰ γὰρ οὐκ ἀναγκαῖόν ἐστι πάντως εἶναι ξηρὰν 
-Z/1/556/17	τὴν θερμήν, ἀλλ' ἐγχωρεῖ καὶ ὑγρὰν ὑπάρχειν αὐτήν, ἐγ-
-Z/1/557/1	χωρήσει δηλονότι | καὶ μέσην· ἐγγυτέρω γάρ ἐστιν ἡ μέση 
-Z/1/557/2	τῆς ξηρᾶς κράσεως ἤπερ ἡ ὑγρά. κατὰ δὲ τὸν αὐτὸν τρό-
-Z/1/557/3	πον ἐστί τις ἑτέρα ψυχρὰ κρᾶσις, ἐφ' ἧς ἐστιν ἰσχυρότερον 
-Z/1/557/4	τὸ ψυχρόν· οὐ μὴν οὔθ' ὑγρὰν οὔτε ξηρὰν ἀναγκαῖον εἶναι 
-Z/1/557/5	τὴν αὐτήν, ἀλλ' ἐγχωρεῖ καὶ μέσην γενέσθαι· πάλιν γὰρ 
-Z/1/557/6	κἀνταῦθα τὸν αὐτὸν ἐπάξεις λόγον. ὥστ', εἴπερ οὐκ ἀν-
-Z/1/557/7	αγκαῖόν ἐστιν ὑγρὰν εἶναι τὴν ψυχράν, ἀλλ' ἐγχωρεῖ καὶ 
-Z/1/557/8	ξηρὰν γενέσθαι, πρόδηλον, ὡς καὶ τὴν μέσην ἐγχωρήσει· 
[0057]  [009]  []  []

-Z/1/557/9	ἐγγυτέρω γάρ ἐστιν αὕτη τῆς ὑγρᾶς ἤπερ ἡ ξηρά. ὡς οὖν 
-Z/1/557/10	αὗται αἱ δύο δυσκρασίαι κατὰ τὴν ἑτέραν ἀντίθεσιν ἐδεί-
-Z/1/557/11	χθησαν, ἡ μὲν θερμὴ μόνον, ἡ δὲ ψυχρά, κατὰ τὸν αὐτὸν  
-Z/1/557/12	τρόπον ἄλλαι δύο γενήσονται κατὰ τὴν ἑτέραν ἀντίθεσιν, ἡ 
-Z/1/557/13	μὲν ξηρὰ μόνον, ἡ δ' ὑγρά, συμμέτρως ἐχόντων πρὸς ἄλληλα 
-Z/1/557/14	τοῦ θερμοῦ καὶ τοῦ ψυχροῦ. πάλιν γὰρ κἀνταῦθα φήσο-
-Z/1/557/15	μεν, ὡς, εἴπερ οὐκ ἔστιν ἀναγκαῖον, εἴ τίς ἐστι ξηρὰ κρᾶσις, 
-Z/1/557/16	εὐθὺς ταύτην εἶναι καὶ θερμήν, ἀλλ' ἐνδέχεται καὶ ψυχρὰν 
-Z/1/557/17	ὑπάρχειν, οὐκ ἀδύνατον ἔσται καὶ τὸ μήτε ψυχρὰν εἶναί 
-Z/1/557/18	τινα μήτε θερμήν, ἀλλ' εὔκρατον μὲν κατὰ τοῦτο, ξηρὰν 
-Z/1/558/1	| δὲ κατὰ τὴν ἑτέραν ἀντίθεσιν. ὡσαύτως δὲ καὶ τὴν ὑγρὰν 
-Z/1/558/2	κρᾶσιν οὐκ ἀναγκαῖον οὔτε θερμὴν οὔτε ψυχρὰν ὑπάρχειν, 
-Z/1/558/3	ἀλλ' ἐνδέχεται μέσην ἀμφοῖν εἶναι κατά γε ταύτην τὴν ἀντί-
-Z/1/558/4	θεσιν. 
-Z/1/558/5	  Εἰ τοίνυν οὐκ ἀναγκαῖον οὔτε τῇ κατὰ τὸ θερμὸν καὶ 
-Z/1/558/6	ψυχρὸν δυσκρασίᾳ τὴν ἐκ τῆς ἑτέρας ἀντιθέσεως ἕπεσθαι 
-Z/1/558/7	οὔτ' ἐκείνῃ τὴν ἐκ ταύτης, ἐνδέχεταί ποτε καὶ τὴν εὔκρατον 
-Z/1/558/8	ὅσον ἐπὶ θερμότητι καὶ ψυχρότητι φύσιν ἤτοι ξηρὰν ἢ 
-Z/1/558/9	ὑγρὰν γενέσθαι καὶ τὴν ἐν τούτοις πάλιν εὔκρατον ἤτοι 
-Z/1/558/10	θερμὴν ἢ ψυχράν. ὥστ' εἶναι καὶ ταύτας τέτταρας ἑτέρας 
-Z/1/558/11	ἐκείνων δυσκρασίας, ὡς οἱ πρόσθεν ἰατροί τε καὶ φιλόσοφοι 
-Z/1/558/12	παρέδοσαν ἡμῖν, καὶ μέσας γε ταύτας τετάχθαι τῶν εὐκρά-
-Z/1/558/13	των ἕξεων καὶ τῶν κατ' ἀμφοτέρας τὰς ἀντιθέσεις δυσκρά-
-Z/1/558/14	των. ἡ μὲν γὰρ ἄκρως εὔκρατος οὐδετέραν ἀντίθεσιν ἔχει 
-Z/1/558/15	πλεονεκτοῦσαν, ἡ δ' ἐξ ὑπεναντίου τῇδε δύσκρατος ἀμφο-
-Z/1/558/16	τέρας μοχθηράς. ἐν μέσῳ δ' ἑκατέρων ἐστὶν ἡ κατὰ μὲν τὴν 
-Z/1/558/17	ἑτέραν εὔκρατος ὑπάρχουσα, κατὰ δὲ τὴν ἑτέραν δύσκρατος, 
-Z/1/559/1	ἥτις ἐξ ἡμίσεος μὲν εὔκρατος, ἐξ | ἡμίσεος δὲ δύσκρατος 
-Z/1/559/2	οὖσα, μέση δεόντως ἂν εἶναι λέγοιτο τῆς ὅλης εὐκράτου τε 
-Z/1/559/3	καὶ δυσκράτου. καὶ εἴπερ ἔχει ταῦθ' οὕτως, ὥσπερ οὖν 
-Z/1/559/4	ἔχει, θαρρούντως ἤδη λέγομεν, ἐννέα τὰς πάσας εἶναι τῶν 
