
[0086]  [035]  [Pol]  []

-Z//1252a/t	                {ΠΟΛΙΤΙΚΩΝ Α} 
-Z//1262a/2	ἕκαστος “ἐμὸς” λέγει τὸν εὖ πράττοντα τῶν πολιτῶν ἢ κακῶς, 
-Z//1262a/3	ὁπόστος τυγχάνει τὸν ἀριθμὸν ὤν, οἷον ἐμὸς ἢ τοῦ δεῖνος, τοῦ-
-Z//1262a/4	τον τὸν τρόπον λέγων καθ' ἕκαστον τῶν χιλίων, ἢ ὅσων ἡ 
-Z//1262a/5	πόλις ἐστί, καὶ τοῦτο διστάζων· ἄδηλον γὰρ ᾧ συνέβη γενέ-
-Z//1262a/6	σθαι τέκνον καὶ σωθῆναι γενόμενον. καίτοι πότερον οὕτω 
-Z//1262a/7	κρεῖττον τὸ ἐμὸν λέγειν ἕκαστον, τὸ αὐτὸ [μὲν] προσαγορεύον-
-Z//1262a/8	τας δισχιλίων καὶ μυρίων, ἢ μᾶλλον ὡς νῦν ἐν ταῖς πόλεσι 
-Z//1262a/9	τὸ ἐμὸν λέγουσιν; ὁ μὲν γὰρ υἱὸν αὑτοῦ ὁ δὲ ἀδελφὸν αὑτοῦ 
-Z//1262a/10	προσαγορεύει τὸν αὐτόν, ὁ δ' ἀνεψιόν, ἢ κατ' ἄλλην τινὰ 
-Z//1262a/11	συγγένειαν [ἢ] πρὸς αἵματος ἢ κατ' οἰκειότητα καὶ κηδείαν 
-Z//1262a/12	αὑτοῦ πρῶτον ἢ τῶν αὑτοῦ, πρὸς δὲ τούτοις ἕτερος φράτορα 
-Z//1262a/13	φυλέτην. κρεῖττον γὰρ ἴδιον ἀνεψιὸν εἶναι ἢ τὸν τρόπον τοῦ-
-Z//1262a/14	τον υἱόν. οὐ μὴν ἀλλ' οὐδὲ διαφυγεῖν δυνατὸν τὸ μή τινας  
-Z//1262a/15	ὑπολαμβάνειν ἑαυτῶν ἀδελφούς τε καὶ παῖδας καὶ πατέρας 
-Z//1262a/16	καὶ μητέρας· κατὰ γὰρ τὰς ὁμοιότητας αἳ γίνονται τοῖς 
-Z//1262a/17	τέκνοις πρὸς τοὺς γεννήσαντας ἀναγκαῖον λαμβάνειν περὶ 
-Z//1262a/18	ἀλλήλων τὰς πίστεις. ὅπερ φασὶ καὶ συμβαίνειν τινὲς τῶν 
-Z//1262a/19	τὰς τῆς γῆς περιόδους πραγματευομένων· εἶναι γάρ τισι 
-Z//1262a/20	τῶν ἄνω Λιβύων κοινὰς τὰς γυναῖκας, τὰ μέντοι γινόμενα 
-Z//1262a/21	τέκνα διαιρεῖσθαι κατὰ τὰς ὁμοιότητας. εἰσὶ δέ τινες καὶ 
-Z//1262a/22	γυναῖκες καὶ τῶν ἄλλων ζῴων, οἷον ἵπποι καὶ βόες, αἳ 
-Z//1262a/23	σφόδρα πεφύκασιν ὅμοια ἀποδιδόναι τὰ τέκνα τοῖς γονεῦ-
-Z//1262a/24	σιν, ὥσπερ ἡ ἐν Φαρσάλῳ κληθεῖσα Δικαία ἵππος. 
-Z//1262a/25	  Ἔτι δὲ καὶ τὰς τοιαύτας δυσχερείας οὐ ῥᾴδιον εὐλαβηθῆναι 
-Z//1262a/26	τοῖς ταύτην κατασκευάζουσι τὴν κοινωνίαν, οἷον αἰκίας καὶ 
-Z//1262a/27	φόνους ἀκουσίους τοὺς δὲ ἑκουσίους, καὶ μάχας καὶ λοιδορίας· 
-Z//1262a/28	ὧν οὐδὲν ὅσιόν ἐστι γίνεσθαι πρὸς πατέρας καὶ μητέρας καὶ τοὺς 
-Z//1262a/29	μὴ πόρρω τῆς συγγενείας ὄντας, ὥσπερ πρὸς τοὺς ἄπωθεν· 
-Z//1262a/30	ἃ καὶ πλεῖον συμβαίνειν ἀναγκαῖον ἀγνοούντων ἢ γνω-
-Z//1262a/31	ριζόντων, καὶ γενομένων τῶν μὲν γνωριζομένων ἐνδέχεται τὰς 
-Z//1262a/32	νομιζομένας γίνεσθαι λύσεις, τῶν δὲ μή, οὐδεμίαν. ἄτοπον δὲ 
-Z//1262a/33	καὶ τὸ κοινοὺς ποιήσαντα τοὺς υἱοὺς τὸ συνεῖναι μόνον ἀφ-
-Z//1262a/34	ελεῖν τῶν ἐρώντων, τὸ δ' ἐρᾶν μὴ κωλῦσαι, μηδὲ τὰς χρή-
-Z//1262a/35	σεις τὰς ἄλλας ἃς πατρὶ πρὸς υἱὸν εἶναι πάντων ἐστὶν 
-Z//1262a/36	ἀπρεπέστατον καὶ ἀδελφῷ πρὸς ἀδελφόν, ἐπεὶ καὶ τὸ ἐρᾶν 
-Z//1262a/37	μόνον. ἄτοπον δὲ καὶ τὸ τὴν συνουσίαν ἀφελεῖν δι' ἄλλην 
-Z//1262a/38	μὲν αἰτίαν μηδεμίαν, ὡς λίαν δὲ ἰσχυρᾶς τῆς ἡδονῆς γινο-
-Z//1262a/39	μένης, ὅτι δ' ὁ μὲν πατὴρ ἢ υἱός, οἱ δ' ἀδελφοὶ ἀλλήλων, 
-Z//1262a/40	μηδὲν οἴεσθαι διαφέρειν. 
-Z//1262a/40	                      ἔοικε δὲ μᾶλλον τοῖς γεωργοῖς 
-Z//1262a/41	εἶναι χρήσιμον τὸ κοινὰς εἶναι τὰς γυναῖκας καὶ τοὺς παῖ-
-Z//1262b/1	δας ἢ τοῖς φύλαξιν· ἧττον γὰρ ἔσται φιλία κοινῶν ὄντων  
-Z//1262b/2	τῶν τέκνων καὶ τῶν γυναικῶν, δεῖ δὲ τοιούτους εἶναι τοὺς ἀρ-
-Z//1262b/3	χομένους πρὸς τὸ πειθαρχεῖν καὶ μὴ νεωτερίζειν. ὅλως δὲ 
-Z//1262b/4	συμβαίνειν ἀνάγκη τοὐναντίον διὰ τὸν τοιοῦτον νόμον ὧν προσ-
-Z//1262b/5	ήκει τοὺς ὀρθῶς κειμένους νόμους αἰτίους γίνεσθαι, καὶ δι' ἣν 
-Z//1262b/6	αἰτίαν ὁ Σωκράτης οὕτως οἴεται δεῖν τάττειν τὰ περὶ τὰ τέ-
-Z//1262b/7	κνα καὶ τὰς γυναῖκας. φιλίαν τε γὰρ οἰόμεθα μέγιστον 
-Z//1262b/8	εἶναι τῶν ἀγαθῶν ταῖς πόλεσιν (οὕτως γὰρ ἂν ἥκιστα στασιά-
-Z//1262b/9	ζοιεν), καὶ τὸ μίαν εἶναι τὴν πόλιν ἐπαινεῖ μάλισθ' ὁ Σω-
-Z//1262b/10	κράτης, ὃ καὶ δοκεῖ κἀκεῖνος εἶναί φησι τῆς φιλίας ἔργον, 
-Z//1262b/11	καθάπερ ἐν τοῖς ἐρωτικοῖς λόγοις ἴσμεν λέγοντα τὸν Ἀριστο-
-Z//1262b/12	φάνην ὡς τῶν ἐρώντων διὰ τὸ σφόδρα φιλεῖν ἐπιθυμούν-
-Z//1262b/13	των συμφῦναι καὶ γενέσθαι ἐκ δύο ὄντων ἀμφοτέρους ἕνα· 
-Z//1262b/14	ἐνταῦθα μὲν οὖν ἀνάγκη ἀμφοτέρους ἐφθάρθαι ἢ τὸν ἕνα, 
-Z//1262b/15	ἐν δὲ τῇ πόλει τὴν φιλίαν ἀναγκαῖον ὑδαρῆ γίνεσθαι διὰ τὴν 
-Z//1262b/16	κοινωνίαν τὴν τοιαύτην, καὶ ἥκιστα λέγειν τὸν ἐμὸν ἢ υἱὸν 
-Z//1262b/17	πατέρα ἢ πατέρα υἱόν. ὥσπερ γὰρ μικρὸν γλυκὺ εἰς πολὺ 
-Z//1262b/18	ὕδωρ μειχθὲν ἀναίσθητον ποιεῖ τὴν κρᾶσιν, οὕτω συμβαίνει 
-Z//1262b/19	καὶ τὴν οἰκειότητα τὴν πρὸς ἀλλήλους τὴν ἀπὸ τῶν ὀνομά-
-Z//1262b/20	των τούτων, διαφροντίζειν ἥκιστα ἀναγκαῖον ὂν ἐν τῇ πολιτείᾳ 
-Z//1262b/21	τῇ τοιαύτῃ ἢ πατέρα ὡς υἱῶν ἢ υἱὸν ὡς πατρός, ἢ ὡς 
-Z//1262b/22	ἀδελφοὺς ἀλλήλων. δύο γάρ ἐστιν ἃ μάλιστα ποιεῖ κήδεσθαι 
-Z//1262b/23	τοὺς ἀνθρώπους καὶ φιλεῖν, τό τε ἴδιον καὶ τὸ ἀγαπητόν· ὧν 
-Z//1262b/24	οὐδέτερον οἷόν τε ὑπάρχειν τοῖς οὕτω πολιτευομένοις. ἀλλὰ 
-Z//1262b/25	μὴν καὶ περὶ τοῦ μεταφέρειν τὰ γινόμενα τέκνα, τὰ μὲν ἐκ 
-Z//1262b/26	τῶν γεωργῶν καὶ τεχνιτῶν εἰς τοὺς φύλακας, τὰ δ' ἐκ τού-
-Z//1262b/27	των εἰς ἐκείνους, πολλὴν ἔχει ταραχὴν τίνα ἔσται τρόπον· 
-Z//1262b/28	καὶ γινώσκειν ἀναγκαῖον τοὺς διδόντας καὶ μεταφέροντας 
-Z//1262b/29	τίσι τίνας διδόασιν. ἔτι δὲ καὶ τὰ πάλαι λεχθέντα μᾶλλον  
-Z//1262b/30	ἐπὶ τούτων ἀναγκαῖον συμβαίνειν, οἷον αἰκίας ἔρωτας φόνους· 
-Z//1262b/31	οὐ γὰρ ἔτι προσαγορεύσουσιν ἀδελφοὺς καὶ τέκνα καὶ πατέρας 
-Z//1262b/32	καὶ μητέρας τοὺς φύλακας οἵ τε εἰς τοὺς ἄλλους πολίτας δο-
-Z//1262b/33	θέντες καὶ πάλιν οἱ παρὰ τοῖς φύλαξι τοὺς ἄλλους πολί-
-Z//1262b/34	τας, ὥστ' εὐλαβεῖσθαι τῶν τοιούτων τι πράττειν διὰ τὴν 
-Z//1262b/35	συγγένειαν. 
-Z//1262b/35	          περὶ μὲν οὖν τῆς περὶ τὰ τέκνα καὶ τὰς γυναῖκας 
-Z//1262b/36	κοινωνίας διωρίσθω τὸν τρόπον τοῦτον. 
-Z//1262b/37	  Ἐχόμενον δὲ τούτων ἐστὶν ἐπισκέψασθαι περὶ τῆς κτή-
-Z//1262b/38	σεως, τίνα τρόπον δεῖ κατασκευάζεσθαι τοῖς μέλλουσι πολι-
-Z//1262b/39	τεύεσθαι τὴν ἀρίστην πολιτείαν, πότερον κοινὴν ἢ μὴ κοινὴν 
-Z//1262b/40	εἶναι τὴν κτῆσιν. τοῦτο δ' ἄν τις καὶ χωρὶς σκέψαιτο ἀπὸ 
-Z//1262b/41	τῶν περὶ τὰ τέκνα καὶ τὰς γυναῖκας νενομοθετημένων, λέγω 
-Z//1263a/1	δὲ τὰ περὶ τὴν κτῆσιν πότερον (κἂν ᾖ ἐκεῖνα χωρίς, καθ' 
-Z//1263a/2	ὃν νῦν τρόπον ἔχει πᾶσι) τάς γε κτήσεις κοινὰς εἶναι βέλ-
-Z//1263a/3	τιον, ἢ τὰς χρήσεις, οἷον τὰ μὲν γήπεδα χωρίς, τοὺς δὲ 
-Z//1263a/4	καρποὺς εἰς τὸ κοινὸν φέροντας ἀναλίσκειν (ὅπερ ἔνια ποιεῖ 
-Z//1263a/5	τῶν ἐθνῶν), ἢ τοὐναντίον τὴν μὲν γῆν κοινὴν εἶναι καὶ γεωρ-
-Z//1263a/6	γεῖν κοινῇ, τοὺς δὲ καρποὺς διαιρεῖσθαι πρὸς τὰς ἰδίας χρή-
-Z//1263a/7	σεις (λέγονται δέ τινες καὶ τοῦτον τὸν τρόπον κοινωνεῖν τῶν 
-Z//1263a/8	βαρβάρων), ἢ καὶ τὰ γήπεδα καὶ τοὺς καρποὺς κοινούς. ἑ-
-Z//1263a/9	τέρων μὲν οὖν ὄντων τῶν γεωργούντων ἄλλος ἂν εἴη τρόπος καὶ 
-Z//1263a/10	ῥᾴων, αὐτῶν δ' αὑτοῖς διαπονούντων τὰ περὶ τὰς κτήσεις 
-Z//1263a/11	πλείους ἂν παρέχοι δυσκολίας. καὶ γὰρ ἐν ταῖς ἀπολαύσεσι 
-Z//1263a/12	καὶ ἐν τοῖς ἔργοις μὴ γινομένων ἴσων ἀλλ' ἀνίσων ἀναγκαῖον 
-Z//1263a/13	ἐγκλήματα γίνεσθαι πρὸς τοὺς ἀπολαύοντας μὲν ἢ λαμβάνον- 
-Z//1263a/14	τας πολλά, ὀλίγα δὲ πονοῦντας, τοῖς ἐλάττω μὲν λαμβάνουσι, 
-Z//1263a/15	πλείω δὲ πονοῦσιν. ὅλως δὲ τὸ συζῆν καὶ κοινωνεῖν τῶν ἀν-
-Z//1263a/16	θρωπικῶν πάντων χαλεπόν, καὶ μάλιστα τῶν τοιούτων. 
-Z//1263a/17	δηλοῦσι δ' αἱ τῶν συναποδήμων κοινωνίαι· σχεδὸν γὰρ οἱ 
-Z//1263a/18	πλεῖστοι διαφέρονται, ἐκ τῶν ἐν ποσὶ καὶ ἐκ μικρῶν προσ-
-Z//1263a/19	κρούοντες ἀλλήλοις. ἔτι δὲ τῶν θεραπόντων τούτοις μάλιστα 
-Z//1263a/20	προσκρούομεν οἷς πλεῖστα προσχρώμεθα πρὸς τὰς διακονίας 
-Z//1263a/21	τὰς ἐγκυκλίους. 
-Z//1263a/21	                τὸ μὲν οὖν κοινὰς εἶναι τὰς κτήσεις ταύτας 
[0086]  [035]  [Pol]  []

-Z//1263a/22	τε καὶ ἄλλας τοιαύτας ἔχει δυσχερείας· ὃν δὲ νῦν τρόπον 
-Z//1263a/23	ἔχει, ἐπικοσμηθὲν ἔθεσι καὶ τάξει νόμων ὀρθῶν, οὐ μι-
-Z//1263a/24	κρὸν ἂν διενέγκαι. ἕξει γὰρ τὸ ἐξ ἀμφοτέρων ἀγαθόν· 
-Z//1263a/25	λέγω δὲ τὸ ἐξ ἀμφοτέρων τὸ ἐκ τοῦ κοινὰς εἶναι τὰς κτή-
-Z//1263a/26	σεις καὶ τὸ ἐκ τοῦ ἰδίας. δεῖ γὰρ πὼς μὲν εἶναι κοινάς, ὅλως 
-Z//1263a/27	δ' ἰδίας. αἱ μὲν γὰρ ἐπιμέλειαι διῃρημέναι τὰ ἐγκλήματα 
-Z//1263a/28	πρὸς ἀλλήλους οὐ ποιήσουσιν, μᾶλλον δ' ἐπιδώσουσιν ὡς πρὸς 
-Z//1263a/29	ἴδιον ἑκάστου προσεδρεύοντος· δι' ἀρετὴν δ' ἔσται πρὸς τὸ χρῆ-
-Z//1263a/30	σθαι, κατὰ τὴν παροιμίαν, κοινὰ τὰ φίλων. ἔστι δὲ καὶ νῦν 
-Z//1263a/31	τὸν τρόπον τοῦτον ἐν ἐνίαις πόλεσιν οὕτως ὑπογεγραμμένον, 
-Z//1263a/32	ὡς οὐκ ὂν ἀδύνατον, καὶ μάλιστα ἐν ταῖς καλῶς οἰκουμέναις 
-Z//1263a/33	τὰ μὲν ἔστι τὰ δὲ γένοιτ' ἄν· ἰδίαν γὰρ ἕκαστος τὴν κτῆσιν 
-Z//1263a/34	ἔχων τὰ μὲν χρήσιμα ποιεῖ τοῖς φίλοις, τοῖς δὲ χρῆται 
-Z//1263a/35	κοινοῖς, οἷον καὶ ἐν Λακεδαίμονι τοῖς τε δούλοις χρῶνται 
-Z//1263a/36	τοῖς ἀλλήλων ὡς εἰπεῖν ἰδίοις, ἔτι δ' ἵπποις καὶ κυσίν, κἂν 
-Z//1263a/37	δεηθῶσιν ἐφοδίων, [ἐν] τοῖς ἀγροῖς κατὰ τὴν χώραν. φανερὸν 
-Z//1263a/38	τοίνυν ὅτι βέλτιον εἶναι μὲν ἰδίας τὰς κτήσεις, τῇ δὲ χρή-
-Z//1263a/39	σει ποιεῖν κοινάς· ὅπως δὲ γίνωνται τοιοῦτοι, τοῦ νομοθέτου  
-Z//1263a/40	τοῦτ' ἔργον ἴδιόν ἐστιν. ἔτι δὲ καὶ πρὸς ἡδονὴν ἀμύθητον ὅσον 
-Z//1263a/41	διαφέρει τὸ νομίζειν ἴδιόν τι. μὴ γὰρ οὐ μάτην τὴν πρὸς 
-Z//1263b/1	αὑτὸν αὐτὸς ἔχει φιλίαν ἕκαστος, ἀλλ' ἔστι τοῦτο φυσικόν. 
-Z//1263b/2	τὸ δὲ φίλαυτον εἶναι ψέγεται δικαίως· οὐκ ἔστι δὲ τοῦτο τὸ 
-Z//1263b/3	φιλεῖν ἑαυτόν, ἀλλὰ τὸ μᾶλλον ἢ δεῖ φιλεῖν, καθάπερ 
-Z//1263b/4	καὶ τὸ φιλοχρήματον, ἐπεὶ φιλοῦσί γε πάντες ὡς εἰπεῖν 
-Z//1263b/5	ἕκαστον τῶν τοιούτων. ἀλλὰ μὴν καὶ τὸ χαρίσασθαι καὶ 
-Z//1263b/6	βοηθῆσαι φίλοις ἢ ξένοις ἢ ἑταίροις ἥδιστον· ὃ γίνεται τῆς 
-Z//1263b/7	κτήσεως ἰδίας οὔσης. ταῦτά τε δὴ οὐ συμβαίνει τοῖς λίαν ἓν 
-Z//1263b/8	ποιοῦσι τὴν πόλιν, καὶ πρὸς τούτοις ἀναιροῦσιν ἔργα δυοῖν 
-Z//1263b/9	ἀρεταῖν φανερῶς, σωφροσύνης μὲν τὸ περὶ τὰς γυναῖκας 
-Z//1263b/10	(ἔργον γὰρ καλὸν ἀλλοτρίας οὔσης ἀπέχεσθαι διὰ σωφρο-
-Z//1263b/11	σύνην), ἐλευθεριότητος δὲ τὸ περὶ τὰς κτήσεις· οὔτε γὰρ ἔσται 
-Z//1263b/12	φανερὸς ἐλευθέριος ὤν, οὔτε πράξει πρᾶξιν ἐλευθέριον οὐδε-
-Z//1263b/13	μίαν· ἐν τῇ γὰρ χρήσει τῶν κτημάτων τὸ τῆς ἐλευθεριότη-
-Z//1263b/14	τος ἔργον ἐστίν. 
-Z//1263b/15	  εὐπρόσωπος μὲν οὖν ἡ τοιαύτη νομοθεσία καὶ φιλάν-
-Z//1263b/16	θρωπος ἂν εἶναι δόξειεν· ὁ γὰρ ἀκροώμενος ἄσμενος ἀπο-
-Z//1263b/17	δέχεται, νομίζων ἔσεσθαι φιλίαν τινὰ θαυμαστὴν πᾶσι πρὸς 
-Z//1263b/18	ἅπαντας, ἄλλως τε καὶ ὅταν κατηγορῇ τις τῶν νῦν ὑπαρχόν-
-Z//1263b/19	των ἐν ταῖς πολιτείαις κακῶν ὡς γινομένων διὰ τὸ μὴ 
-Z//1263b/20	κοινὴν εἶναι τὴν οὐσίαν, λέγω δὲ δίκας τε πρὸς ἀλλήλους 
