
[0057]  [050]  []  []

-Z/7/513/t	{ΓΑΛΗΝΟΥ ΠΕΡΙ ΠΛΗΘΟΥΣ ΒΙΒΛΙΟΝ.} 
-Z/7/573/9	σφυγμῶν πραγματείαις αὐτάρκως ἐξηγησάμεθα. τὰ πολλὰ 
-Z/7/573/10	μὲν γὰρ ὁμοῦ ταῖς ἀρτηρίαις αἱ φλέβες ἐν πληθώρᾳ καθίσταν-
-Z/7/573/11	ται, διὰ τὴν σύῤῥοιαν τῶν ἀγγείων, ἣν πολλάκις ἐν ἑτέροις 
-Z/7/573/12	ἀπεδείξαμεν· ἔστιν ὅτε δὲ χυμῶν γλίσχρων, ἢ παχέων ἠσθροι-
-Z/7/573/13	σμένων ἐν ταῖς φλεψὶν, οὐκ εὐπετὴς ἡ μετάληψις αὐτῶν εἰς 
-Z/7/573/14	τὰς ἀρτηρίας γίγνεται, σπάνιον δέ ἐστι τὸ τοιοῦτον· εἰ μὴ 
-Z/7/573/15	γὰρ ἐσχάτως εἶεν παχεῖς, ἢ γλίσχροι χυμοὶ, μεταῤῥυήσονται 
-Z/7/573/16	πάντως. ἐν μὲν δὴ ταῖς τοιαύταις διαθέσεσιν οὐδὲν ἐναργὲς 
-Z/7/573/17	γνώρισμα τοῦ κατὰ τὰς φλέβας ἠθροισμένου πλήθους ἐκ (δὲ) 
-Z/7/573/18	τῆς τῶν ἀρτηριῶν κινήσεως ἔνεστι λαβεῖν, εἰ καὶ ὅτι μάλιστα 
-Z/7/573/19	τῷ Νικάρχῳ καὶ Πραξαγόρᾳ δοκεῖ, καίτοι μὴ μεταδιδοῦσι  
-Z/7/574/1	ταῖς ἀρτηρίαις αἵματος· κατὰ μέντοι τὰς ἄλλας διαθέσεις τῆς 
-Z/7/574/2	πληθώρας πιστεύειν χρὴ τοῖς ἐκ τῶν σφυγμῶν σημείοις, ἃ 
-Z/7/574/3	διὰ τῆς οἰκείας εἴρηται πραγματείας, τὰς δὲ ἰδέας τοῦ πλή-
-Z/7/574/4	θους, ὅταν γε ὁμαλῶς ἐκτεταμένον εἰς ὅλον τὸ σῶμα ᾖ, κατὰ 
-Z/7/574/5	τάδε διαιρεῖσθαι. ἐξέρυθρον μὲν γὰρ τὸ τοῦ αἵματος πλῆ-
-Z/7/574/6	θός ἐστιν, ὕπωχρον δὲ τὸ τῆς ξανθῆς χολῆς, ἐπὶ δὲ τὸ λευ-
-Z/7/574/7	κότερον ἐκτρέπεται τοῦ κατὰ φύσιν, ὅταν τὸ φλέγμα κρατῇ, 
-Z/7/574/8	καθάπερ ἐπὶ τὸ μελάντερον, ἢν ἡ μέλαινα χολή. καθ' ἕκα-
-Z/7/574/9	στον δὲ τῶν εἰρημένων συνηυξῆσθαι χρὴ καὶ τὸ αἷμα· μόνη 
-Z/7/574/10	γὰρ εἴ ποτε πλεονάσειεν ἡ ὠχρὰ καὶ ξανθὴ προσαγορευομένη 
-Z/7/574/11	χολὴ, καθάπερ ἐν ἰκτερικοῖς, οὐκ ἔτι πλῆθος, οὐδὲ πληθω-
-Z/7/574/12	ρικὴ διάθεσις, ἀλλὰ κακοχυμία τὸ τοιοῦτόν ἐστι πάθημα. 
-Z/7/574/13	κατὰ ταὐτὰ δὲ καὶ ἐπὶ τῆς μελαίνης χολῆς καὶ τοῦ φλέγματος. 
-Z/7/574/14	ὅταν δὲ, ὡς εἴρηται πρόσθεν, ἢ βάρος, ἢ ὄγκος ὑπὲρ τὸ 
-Z/7/574/15	κατὰ φύσιν ᾖ, πληθωρικὴ μὲν ἡ τοιαύτη διάθεσις εἴρηται, 
-Z/7/574/16	ἐκ δὲ τῆς χρόας γινώσκειν χρὴ τὴν ἰδέαν τοῦ κρατοῦν-
-Z/7/574/17	τος χυμοῦ. μόνη δὲ χολὴ τῶν ἀχωρίστων τοῦ πλήθους  
-Z/7/575/1	συμπτωμάτων οὐδέτερον ἐργάσασθαι δύναται, οὔτ' 
-Z/7/575/2	οὖν τὸν ὄγκον οὔτε τὸ βάρος· ἕτερον γάρ τι πρὸς ταύ-
-Z/7/575/3	της ἔσται πάθημα πρὶν ἐς τοσοῦτον αὐξηθῆναι. μόνον 
-Z/7/575/4	δ', εἴπερ ἄρα, τὸ φλέγμα, καὶ τοῦτο οὐχ ἅπαν ἁπλῶς, 
-Z/7/575/5	ἀλλὰ τὸ κατὰ τοὺς λευκοφλεγματίας ὀνομαζομένους ὑδέρους 
-Z/7/575/6	ἐν ὅλῳ τῷ σώματι δυνήσεται πλεονάσαι. δῆλον δὲ ὡς καὶ 
-Z/7/575/7	τὸν ὠμὸν ὀνομαζόμενον χυμὸν ἕν τι τῶν φλέγματος εἰδῶν 
-Z/7/575/8	ἔν γε τῷ νῦν λόγῳ τίθεσθαι χρὴ, ὡς εἴγε ἕτερον ἐκείνου 
-Z/7/575/9	θήσομεν πρὸς αἷς εἴπομεν ἄρτι πλήθους διαφοραῖς, ἀναγ-
-Z/7/575/10	καῖόν ἐστι προσθεῖναι καὶ τὴν ἐκ τοῦ τοιούτου χυμοῦ· 
-Z/7/575/11	παχύτερος δὲ τοῦ ἄλλου φλέγματος ὁ χυμὸς οὗτος, ἧττόν 
-Z/7/575/12	τε πνευματικὸς, οἷος ἐν τοῖς οὔροις ὑφίσταται μάλιστα 
-Z/7/575/13	τοῖς ἐξ ἀδδηφαγίας πολλὴν ὑπόστασιν ἔτνει τε κυάμων 
-Z/7/575/14	ὁμοίαν ἔχουσι· καὶ μὴν καὶ διεχώρησε κάτω πολλάκις ὁ 
-Z/7/575/15	τοιοῦτος ἀθρόως χυμὸς ἐκείνοις τῶν σωμάτων, ὅσα γυμνα-
-Z/7/575/16	σίων μὲν ἀπείχετο, παμπόλλοις δὲ ἐδέσμασιν ἐχρᾶτο, καὶ 
-Z/7/575/17	λουτροῖς ἐπὶ τροφαῖς· ἀλλὰ καὶ τούτῳ τῷ χυμῷ, καθάπερ 
-Z/7/575/18	καὶ τῷ φλέγματι, λευκή τις ἄχροια καθ' ὅλον τὸ σῶμα 
-Z/7/575/19	συνυπάρχει. τὰ δ' ἄλλα τοῦ φλέγματος εἴδη τὸ μέν  
-Z/7/576/1	ἐστι γλυκὺ, τὸ δὲ ὀξὺ, τὸ δὲ ἁλυκόν· καὶ ὑπνώδεις μὲν 
-Z/7/576/2	γίνονται ἐπὶ τοῦ γλυκέος, πεινώδεις δὲ ἐπὶ τοῦ ὀξέος πλεο-
-Z/7/576/3	νάζοντος, ὥσπερ δὴ διψώδεις, ὅταν ἐπικρατῇ τὸ ἁλυκόν· 
-Z/7/576/4	ἀνόρεκτοι δὲ ἐπὶ τῷ προειρημένῳ τῷ ὠμῷ. τὰ δὲ τῶν 
-Z/7/576/5	ὕπνων ἐπὶ μὲν τοῖς ἄλλοις φλέγμασι τοῖς προειρημένοις 
-Z/7/576/6	βραχὺ πλείω τοῦ κατὰ φύσιν· ὁ δ' ὠμὸς χυμὸς, ὥσπερ τὸ 
-Z/7/576/7	γλυκὺ φλέγμα, σαφῶς ὑπνώδεις ἀποτελεῖ· δέδεικται γὰρ ἑτέ-
-Z/7/576/8	ρωθι, τῆς αἰσθητικῆς ἀρχῆς ὑγραινομένης τε καὶ ψυχομένης, 
-Z/7/576/9	τὴν κωματώδη ἕπεσθαι διάθεσιν, ὥσπέρ γε καὶ τὴν ἀγρυ-
-Z/7/576/10	πνίαν, ξηραινομένης καὶ θερμαινομένης. ταῦτ' ἄρα καὶ οἱ 
-Z/7/576/11	χολῶντες ἄγρυπνοι πάντες ἐφ' ἑκατέρᾳ τῇ χολῇ· σύνεστι δὲ 
-Z/7/576/12	ἐξαίρετον ἐπὶ τῆς μελαίνης τὸ σκυθρωπόν τε καὶ δύσθυμον 
-Z/7/576/13	ἄνευ λόγου. εἰ δὲ μὴ καθ' ὅλον σῶμα πλεονάζοιεν οἱ προει-
-Z/7/576/14	ρημένοι χυμοὶ, καθ' ἕν τι δὲ μόριον ἀθροισθεῖεν, ὄγκους 
-Z/7/576/15	ἐργάζονται παρὰ φύσιν αὐτοῖς τοῖς σώμασιν, ὑπὲρ ὧν ἑτέ-
-Z/7/576/16	ρωθι δείκνυται. καὶ αὐτὰ δὲ τὰ νῦν αὐτῶν εἰρημένα συμ-
-Z/7/576/17	πτώματα, πλὴν τῆς ἀχροίας, ἐγκέφαλόν τε καὶ στόμαχον  
-Z/7/577/1	κατειληφότων ἐστίν· ἀγρυπνίαι μὲν γὰρ καὶ ὕπνοι διὰ τὸν 
-Z/7/577/2	ἐγκέφαλον, ὀρέξεις δὲ καὶ ἀνορεξίαι διὰ τὸν στόμαχον ἄλλοτε 
-Z/7/577/3	ἀλλοίως διατιθέμενον γίγνονται. δῆλον δ' ὅτι τὸ στόμα τῆς 
-Z/7/577/4	γαστρὸς εἴρηται νῦν στόμαχος, ἐν ᾧ τὸ μὲν φλέγμα τὸ ἀθροι-
-Z/7/577/5	σθὲν, ὡς ὀλίγον ἔμπροσθεν εἴρηται, τὰς ὀρέξεις ἐποίησε· 
-Z/7/577/6	τῶν δὲ χολωδῶν, ἐπὶ μὲν τῆς ξανθῆς διψώδεις τε καὶ ἀσώ-
-Z/7/577/7	δεις ἔσονται, καὶ τὸ στόμα πικρὸν αὐτοῖς ἐστιν· ἐπὶ δὲ τῇ 
-Z/7/577/8	μελαίνῃ, δύσθυμοι, καὶ σκυθρωποὶ, καὶ φοβεροὶ, καὶ ἄδιψοι, 
-Z/7/577/9	καὶ σιέλου μεστοὶ, ἀπόσιτοι δὲ οὐ πάντες, ἀλλά τινες αὐ-
-Z/7/577/10	τῶν. ἱκανῶς δὲ πεινώδεις εἰσὶν οἷς ἂν ἡ μέλαινα τὴν ὀξεῖαν 
-Z/7/577/11	ποιότητα κρατοῦσαν ἔχῃ· γίγνεται δὲ τοῦτο, κακοηθεστέρας 
-Z/7/577/12	αὐτῆς ἀποτελουμένης. ἔστ' ἂν δὲ μόνον οἷον ἰλὺς αἵματος 
-Z/7/577/13	ᾖ, μήπω δ' ἀκριβῶς ὀξεῖα, κάλλιον ἴσως (μελαγχολικὸς χυ-
-Z/7/577/14	μὸς ἕως οὗ λέγεται) μηδὲ καλεῖν μηδέπω τὸν τοιοῦτον χυμὸν 
-Z/7/577/15	μέλαιναν χολὴν, ἀλλ', ὥσπερ εἴωθα, μελαγχολικὸν, ὅτι τοῦ 
-Z/7/577/16	γενέσθαι μέλαιναν χολὴν πλησίον ἥκει. ἀλλ' οὐ νῦν και-
-Z/7/577/17	ρὸς ὑπὲρ τῆς ἐν ταῖς κακοχυμίαις διεξέρχεσθαι διαφορᾶς, 
-Z/7/577/18	ὅτι μηδὲ πλῆθος εἶπον ὀνομάζεσθαι αὐτάς· ἡμῖν δὲ οὐχ 
-Z/7/577/19	ἁπλῶς τὸ πλεονάζον ὁπωσοῦν ἐξευρεῖν, ἀλλὰ περὶ πλήθους  
-Z/7/578/1	σκέψασθαι προὔκειτο· πλεονεξία δέ ἐστι τοῦτο τῶν καθ' 
-Z/7/578/2	ὅλον τὸ σῶμα τοῦ ζώου χυμῶν. οὔτ' οὖν τῶν κατὰ 
-Z/7/578/3	μέρος ὄγκων οὔτε κακοχυμίας ἀκούειν χρὴ ποθεῖν ἐν 
-Z/7/578/4	τῷ λόγῳ τῷδε τὰς ἰδέας, ἀλλ' ὅταν ἤτοι κατὰ τὴν ἀρχαίαν 
-Z/7/578/5	ἀναλογίαν αὐξηθῶσιν ἅπαντες, ἤ τινα βραχεῖαν ὑπεροχὴν ἐξ 
-Z/7/578/6	αὐτῶν εἷς λάβῃ. τὸ μὲν οὖν αἷμα παμπόλλην ὑπεροχὴν δύ-
-Z/7/578/7	ναται λαβεῖν ἐν ταῖς πληθωρικαῖς διαθέσεσι, τῶν δὲ ἄλλων 
-Z/7/578/8	χυμῶν οὐδείς· κακοχυμία γὰρ ἤδη τό γε τοιοῦτον, οὐκ ἔτι 
-Z/7/578/9	πλῆθος, οὐδὲ πληθώρα καλεῖται. διὸ καὶ σφυγμοὶ κατὰ 
-Z/7/578/10	μὲν τὰς κακοχυμίας οἰκεῖοι τῇ φύσει τῶν χυμῶν ἀκριβῶς εἰ-
-Z/7/578/11	σιν· ἐπὶ δὲ τοῖς εἰρημένοις πλήθεσιν οὐχ ὁμοίως ἐναργεῖς 
-Z/7/578/12	ἀποσώζουσι τὰς διαφορὰς, ὅτι σὺν αἵματι δαψιλεῖ πάντως 
-Z/7/578/13	ἐστὶν ὁ πλεονάζων χυμός· ὅταν δὲ κρατήσῃ σφοδρῶς, ἐπὶ μὲν 
-Z/7/578/14	τῇ ξανθῇ χολῇ τοιούτους ἀνάγκη γενέσθαι σφυγμοὺς, οἵους 
-Z/7/578/15	εἴπομεν ἕπεσθαι, ξηραινομένης τε καὶ θερμαινομένης τῆς καρ-
-Z/7/578/16	δίας· ἐπὶ δὲ τῇ μελαίνῃ τοιούτους αὖ πάλιν, οἵους ἔφαμεν, 
-Z/7/578/17	εἰ ψύχοιτό τε καὶ ξηραίνοιτο, γίγνεσθαι· κατὰ δὲ τὸν αὐτὸν  
-Z/7/579/1	λόγον, εἰ νικήσειέν ποτε τὸ φλέγμα τοὺς ἄλλους, ψυχρᾶς καὶ 
-Z/7/579/2	ὑγρᾶς διαθέσεως ἐκγόνους ἀποτελέσει σφυγμούς. αἵματι δὲ 
-Z/7/579/3	τῷ μὲν ἀκριβῶς κατὰ φύσιν οὐδεμία τῆς ἀρχαίας καταστά-
-Z/7/579/4	σεως ἀλλοίωσις ἕπεται· τῷ δὲ ὑγροτέρῳ πλεονάζοντι καὶ οἱ 
-Z/7/579/5	σφυγμοὶ συναλλοιοῦνται, καθάπερ εἰ θερμότερόν τε καὶ ψυ-
-Z/7/579/6	χρότερον ἑαυτοῦ γένοιτο. διῄρηται δὲ ἐν τῇ περὶ τῶν σφυγ-
-Z/7/579/7	μῶν πραγματείᾳ τὰ τοιαῦτα σύμπαντα· νῦν δὲ ἀρκέσει τό γε 
-Z/7/579/8	τοσοῦτον εἰπεῖν, ὡς ἐξ ἀργίας μὲν καὶ διαίτης ὑγρᾶς ὑγρό-
-Z/7/579/9	τερον ἑαυτοῦ γένοιτ' ἂν τὸ αἷμα, πλεονεξίᾳ τῶν ὑδατωδῶν 
-Z/7/579/10	περιττωμάτων· ἐπὶ θυμῷ δὲ καὶ γυμνασίοις, ἐγκαύσεσί τε 
-Z/7/579/11	καὶ τρίψεσι, καὶ φαρμάκῳ θερμαίνοντι, καὶ τροφῇ τοιαύτῃ, 
-Z/7/579/12	καὶ οἴνοις ἀκρατεστέροις καὶ παλαιοτέροις θερμότερον, 
-Z/7/579/13	ὥσπέρ γε καὶ διά τινα ψύξιν ὑπόγυιον ψυχρότερον. εἰ δὲ 
[0057]  [050]  []  []

-Z/7/579/14	ἐπὶ πλέον ἐδέσμασι χρησαιτό τις ξηροτέροις τὴν κρᾶσιν, οὐ 
-Z/7/579/15	μὴν ἄλλην τινὰ ἔχουσι δυσκρασίαν, ξηρότερον ἐκεῖνο γένοιτ' 
-Z/7/579/16	ἂν τὸ αἷμα. καὶ δὴ καὶ κατὰ συζυγίαν ὑγρότερόν τε καὶ 
-Z/7/579/17	ψυχρότερον, ἢ ψυχρότερόν τε καὶ ξηρότερον, θερμότερόν τε 
-Z/7/579/18	καὶ ὑγρότερον, ἢ θερμότερόν τε καὶ ξηρότερον ἐπὶ τοῖς εἰρη- 
-Z/7/580/1	μένοις αἰτίοις ἀποτελεσθήσεται, χωρὶς τοῦ τῶν ἄλλων τινὰ 
-Z/7/580/2	πλεονεκτῆσαι χυμῶν. εἰ δὲ καὶ διὰ τὴν ἐκείνων μίξιν εἰς 
-Z/7/580/3	δυσκρασίαν ἀφίκοιτο, μετὰ κακοχυμίας ἂν ἡ τοιαύτη δυσκρα-
-Z/7/580/4	σία συσταίη, λεγομένου μὲν ἔτι καὶ νῦν ἤτοι θερμοτέρου γε-
-Z/7/580/5	γονέναι τοῦ αἵματος, ἢ ψυχροτέρου τε καὶ ὑγροτέρου, καὶ 
-Z/7/580/6	κατὰ τὰς ἑτέρας δυσκρασίας ἓξ, ὀκτὼ γὰρ ἦσαν αἱ σύμπασαι, 
-Z/7/580/7	καθ' ἕτερον δέ τοι τρόπον, οὐχ ὡς ὁπότε μόνον αὐτὸ καθ' 
-Z/7/580/8	ἑαυτὸ τοιοῦτον ὑπῆρχεν. οἱ σφυγμοὶ δὲ κατὰ τὰς δυσκρα-
-Z/7/580/9	σίας τὰς ὀκτὼ τὴν ἰδέαν ἐκείνην ἕξουσιν, οἵαν ἐν τῇ τῶν 
-Z/7/580/10	σφυγμῶν πραγματείᾳ διήλθομεν· εἴτε δ', ὡς εἴρηται, μόνου 
-Z/7/580/11	τοῦ αἵματός ἐστιν, εἴτε διά τινα ἐπιμιξίαν χυμοῦ, διορίζεσθαι 
-Z/7/580/12	χρὴ τῇ τε συνούσῃ χρόᾳ παντὸς τοῦ σώματος καὶ τοῖς ἄλλοις 
-Z/7/580/13	συμπτώμασιν, ὅσα περὶ ὕπνου καὶ ἐγρηγόρσεως, ἢ ὀρέξεως 
-Z/7/580/14	καὶ ἀνορεξίας, ἢ εἴτι τοιοῦτον, μικρὸν ἔμπροσθεν εἴρηται, 
-Z/7/580/15	καὶ τῇ προηγησαμένῃ διαίτῃ, καὶ τοῖς γυμνασίοις, καὶ τοῖς 
-Z/7/580/16	αὐτῷ τῷ κάμνοντι συμπίπτειν εἰθισμένοις, ἔτι τε τῇ ὥρᾳ καὶ 
-Z/7/580/17	τῇ χώρᾳ καὶ τῇ φυσικῇ πυκνότητι καὶ ἀραιότητι τοῦ σώμα-
-Z/7/580/18	τος· ἄμεινον γὰρ ἐκ πάντων τὸ πιστὸν τῇ διαγνώσει λαμβά-
-Z/7/580/19	νειν, οὐκ ἐξ ἑνὸς ἢ δυοῖν, εὖ εἰδότας ὡς αὐτὸ μόνον ἐν τῇ  
-Z/7/581/1	τέχνῃ πλεῖστα κεκοινώνηκε τοῦ στοχάζεσθαι, λέγω δὴ τὸ μέ-
-Z/7/581/2	ρος τῆς τέχνης τοῦτο τὸ διαγνωστικὸν ἅπαν, οὐ μόνον τὸ 
-Z/7/581/3	κατὰ τὴν κακοχυμίαν, ἢ τὸ πλῆθος, ἃ νῦν ἡμῖν διορίζεσθαι 
-Z/7/581/4	πρόκειται· τὰ γὰρ περὶ τὰς ἐνεργείας, ἢ τὰς τῶν νοσημάτων 
-Z/7/581/5	αἰτίας, ἢ τὰς ἰάσεις, ἐπιστημονικώτερον ἔχει τὴν γνῶ-
-Z/7/581/6	σιν. εἴρηται δ' ἐπὶ πλέον ὑπὲρ αὐτῶν τούτων ἑτέρωθι, καὶ 
-Z/7/581/7	νῦν ἀρκέσει τὸ προστεθὲν αὐτάρκως διορισαμένους, αὐτόθι 
-Z/7/581/8	που καταπαῦσαι τὸ γράμμα. γίγνοιτο δ' ἂν αὐτάρκης ὁ λό-
-Z/7/581/9	γος ἐπὶ παραδείγματι ἐξετασθείς. ἔστω δὴ τὸν μὲν ἄνθρω-
-Z/7/581/10	πον ἀπύρεκτον ὑπάρχειν, ἐν ὄγκῳ δὲ μείζονι τὰς φλέβας 
-Z/7/581/11	αὐτῷ καὶ τὸ σύμπαν σῶμα ἐρυθρότερον. σκεπτέον οὖν, εἰ 
-Z/7/581/12	μηδὲν τούτῳ τῶν θερμαινόντων αἰτίων ἐπλησίασεν· εἰ γάρ 
-Z/7/581/13	τοι φαίνοιτο, βέλτιον ἀναβάλλεσθαι τὴν διάγνωσιν, ἄχρι περ 
-Z/7/581/14	ἂν ἡ ἐξ ἐκείνου κίνησις ἐν ὅλῳ τῷ σώματι καταστῇ, διότι μήτε 
-Z/7/581/15	θυμούμενον, ἢ λελουμένον, ἢ λουόμενον, ἢ γεγυμνασμένον, 
-Z/7/581/16	ἢ οἴνου προσενηνεγμένον ἀρτίως, ἢ ἄλλως ὁπωσοῦν 
-Z/7/581/17	τεθερμασμένον εἰς τὴν διάγνωσιν ἄγειν προσήκει, ἀλλ' ἐν ἡσυ-
-Z/7/581/18	χίᾳ πασῶν τῶν ἔξωθεν ὑπάρχοντα κινήσεων· εἰ γὰρ ἐν ἐκείνῳ  
-Z/7/582/1	τῷ καιρῷ φαίνοιτο τοιοῦτος, αἷμα πλεονάζει τῷ ἀνθρώπῳ. 
-Z/7/582/2	τοὐντεῦθεν ἐπισκέπτεσθαι τἄλλα, πρῶτα μὲν ὅσα μεγίστην ἔχει 
-Z/7/582/3	δύναμιν, εἶτα ἑξῆς τὰ λοιπά· ἐδείχθη δὲ βάρος καὶ τάσις, ὅ τε 
-Z/7/582/4	πρὸς τὰς κινήσεις ὄκνος, εἶθ' ἑξῆς τὰ κατὰ τοὺς σφυγμοὺς, 
-Z/7/582/5	ἀγρυπνίας τε καὶ ὕπνους, ὀρέξεις τε καὶ ἀνορεξίας, ὅσα τ' 
-Z/7/582/6	ἄλλα τοιαῦτα. μετὰ δὲ ταῦτα τῶν προηγησαμένων ἕκαστον, 
-Z/7/582/7	ὅσα πλῆθος ἐργάζεται, μή τις συνήθης ἔκκρισις ἐπέσχηται, μὴ 
-Z/7/582/8	γυμνάσιον ἠμέληται, μὴ πλείω καὶ πολύτροφα σιτία συνεχῶς 
-Z/7/582/9	προσενήνεκται, μὴ μετὰ τροφὴν ἀήθεσι χρῆται λουτροῖς, καὶ 
-Z/7/582/10	πρὸς τούτοις ἔτι μὴ πολλάκις ὁ τοιοῦτος ἄνθρωπος ἁλίσκε-
-Z/7/582/11	ται νοσήμασι πληθωρικοῖς. ἐπὶ τούτοις ἅπασι καὶ τὰ παρὰ 
-Z/7/582/12	τῆς χώρας, καὶ ὥρας, ἢ εἴτι τοιοῦτον ἄλλο προσθεὶς, οὐκ 
-Z/7/582/13	ἴσην ἅπασι νέμων τὴν αἰτίαν, ὥσπερ οὐδ' ἐν τοῖς ἄλλοις μέ-
-Z/7/582/14	ρεσι τῆς τέχνης· ἔνια μὲν γὰρ τῶν γνωρισμάτων ἐστὶν ἐπιστη-
-Z/7/582/15	μονικὰ, καθάπερ ἡ τάσις, καὶ τὸ βάρος, ὅ τε ὄγκος τῶν 
-Z/7/582/16	φλεβῶν, ὅ τε ὄκνος, καὶ τὸ χρῶμα, καὶ ἡ τῶν σφυγμῶν κί-
-Z/7/582/17	νησις, ἁπασῶν δηλονότι τῶν προσφάτων κινήσεων ἀφωρισμέ-
-Z/7/582/18	νων· ἔνια δὲ ἀπολείπεται τούτων, οἷον ἡ τῶν ἐκκρίσεων  
-Z/7/583/1	ἐπίσχεσις, ὅ τε ἀργὸς βίος, ἐδέσματά τε πλείω καὶ τρόφιμα, 
-Z/7/583/2	καὶ μετὰ τροφὴν λουτρά· συνιόντα μέντοι τὰ σύμπαντα τοῖς 
-Z/7/583/3	ἐπιστημονικοῖς ἐγγὺς ἥκει. τρίτην ἐπὶ τούτοις ἔχει τάξιν, εἰ 
-Z/7/583/4	συνήθως ἁλίσκεται πληθωρικοῖς νοσήμασιν ὁ ἄνθρωπος· 
-Z/7/583/5	ἐφεξῆς δὲ τὰ κατὰ χώρας καὶ ὥρας συστατικὰ πάντων αὐτῶν· 
-Z/7/583/6	ἐν μὲν γὰρ χειμῶνι καὶ ἦρι ψυχραῖς τε καὶ εὐκράτοις χώραις 
-Z/7/583/7	μᾶλλον ἀθροίζουσι τὸ πλῆθος· ἐν δὲ ταῖς θερμαῖς καὶ ξηραῖς 
-Z/7/583/8	ὥραις καὶ χώραις ἧττον· οὕτως δὲ καὶ οἱ μὲν πυκνοὶ τὴν 
-Z/7/583/9	ἐπιφάνειαν μᾶλλον, οἱ δ' ἀραιοὶ σπανιώτερον.  
