
[0057]  [036]  []  []

-Z/6/1/t	        {ΓΑΛΗΝΟΥ ΥΓΙΕΙΝΩΝ ΛΟΓΟϹ Α} 
-Z/6/140/11	πλείϲτου κατέχει κρεμάμενοϲ ἐξ αὐτοῦ, ῥωμαλέον μέν τι καὶ ἰϲχυρὸν 
-Z/6/140/12	γυμνάζεται γυμνάϲιον, οὐ μὴν ὠκύ γε, καὶ ὅϲτιϲ προτείναϲ ἢ ἀνα-
-Z/6/140/13	τείναϲ τὼ χεῖρε πὺξ ἔχων ἀτρεμίζει μέχρι πλείϲτου. εἰ δὲ καὶ παρα-
-Z/6/140/14	ϲτήϲαϲ τινὰ κελεύει καθέλκειν κάτω τὼ χεῖρε, μὴ ἐνδιδοὺϲ αὐτόϲ, ἔτι 
-Z/6/140/15	δὴ μᾶλλον οὗτοϲ εἰϲ εὐρωϲτίαν παραϲκευάζει τούϲ τε μῦϲ καὶ τὰ νεῦρα· | 
-Z/6/141/1	τούτων γὰρ ἴδια τὰ τοιαῦτα μάλιϲτα ϲύμπαντα γυμνάϲια· πολὺ δὲ δὴ 
-Z/6/141/2	μᾶλλον, εἴ τι βάροϲ ταῖϲ χερϲὶν ἄκραιϲ περιλαβὼν ἑκατέραιϲ κατα-
-Z/6/141/3	μόναϲ, οἷοίπερ οἱ κατὰ παλαίϲτραν εἰϲὶν ἁλτῆρεϲ, ἀτρέμαϲ ἔχει προ-
-Z/6/141/4	τείναϲ ἢ ἀνατείναϲ αὐτάϲ. εἰ δὲ δὴ καὶ κελεύϲειε τινι καθέλκειν τε 
-Z/6/141/5	καὶ κάμπτειν βιαίωϲ, ἑαυτὸν ἀκίνητόν τε καὶ ἄκαμπτον οὐ ταῖϲ χερϲὶ 
-Z/6/141/6	μόνον, ἀλλὰ καὶ τοῖϲ ϲκέλεϲι καὶ τῇ ῥάχει διαφυλάττων, οὐ ϲμικρὸν 
-Z/6/141/7	γυμνάϲεται γυμνάϲιον εἰϲ εὐτονίαν ὀργάνων. οὕτω τοι λόγοϲ ἔχει 
-Z/6/141/8	κἀκεῖνον τὸν <Μίλωνα> γυμνάζειν ἑαυτόν, ἐνίοτε μὲν ἀποϲαλεῦϲαί τε 
-Z/6/141/9	καὶ μετακινῆϲαι τῆϲ ἕδραϲ ἐπιτρέποντα τῷ βουλομένῳ (ἀλλὰ τοῦτο 
-Z/6/141/10	μὲν ϲκελῶν ἂν εἴη μάλιϲτα γυμνάϲιον), ἐνίοτε δέ, εἰ τὰϲ χεῖραϲ γυ- 
-Z/6/141/11	μνάζειν βούλοιτο, τὴν πυγμὴν διαλύειν κελεύοντα· αὖθιϲ δ' 〈ἄν〉, ὥϲ 
-Z/6/141/12	φαϲιν, ἐν ταῖν χεροῖν ἔχων ἢ ῥοιὰν ἢ ἕτερόν τι τοιοῦτον ἀφαιρεῖϲθαι τῷ 
-Z/6/141/13	βουλομένῳ παρεῖχε. ταυτὶ μὲν οὖν τὰ γυμνάϲια μεγίϲτηϲ ἰϲχύοϲ ἐπίδειξίν 
-Z/6/141/14	τε ἅμα καὶ ἄϲκηϲιν ἔχει, τόνον δὲ μορίων γυμνάζει τε καὶ ῥώννυϲι, 
-Z/6/142/1	κἀπειδὰν ἤτοι διαλαβὼν ἕτερόν τινα μέϲον ἢ δια|ληφθεὶϲ αὐτὸϲ ἐπηλ-
-Z/6/142/2	λαγμένων πρὸϲ ἀλλήλαϲ τῶν χειρῶν τε καὶ τῶν δακτύλων ἤτοι τῷ 
-Z/6/142/3	κρατουμένῳ προϲτάξῃ διαλύειν ἢ αὐτὸϲ λύῃ τοῦ κρατοῦντοϲ· οὕτω 
-Z/6/142/4	δὲ κἀπειδάν, ἑτέρου προνεύϲαντοϲ ἐκ πλαγίων αὐτῷ προϲελθὼν ἐν 
-Z/6/142/5	κύκλῳ τοῖϲ λαγόϲι περιβαλὼν τὰϲ χεῖραϲ, ὥϲπερ γέ τι φορτίον ἀράμενοϲ 
-Z/6/142/6	ἀναφέρῃ τε ἅμα καὶ περιφέρῃ τὸν ἀρθέντα, καὶ μᾶλλον εἰ ἐπινεύοι τε καὶ 
-Z/6/142/7	ἀνανεύοι βαϲτάζων· ὧδε γὰρ ἂν ἀκριβῶϲ τιϲ ἅπαϲαν τὴν ῥάχιν εἰϲ ῥώμην 
-Z/6/142/8	παραϲκευάϲειεν. οὕτω δὲ καὶ ὅϲοι τὰ ϲτέρνα πρὸϲ ἀλλήλουϲ ἀπερει-
-Z/6/142/9	ϲάμενοι βιαίωϲ ὠθοῦϲιν εἰϲ τοὐπίϲω καὶ ὅϲοι τῶν αὐχένων ἐκκρεμά-
-Z/6/142/10	μενοι καταϲπῶϲιν, εἰϲ εὐτονίαν παραϲκευάζουϲιν. ἀλλὰ τὰ μὲν τοιαῦτα 
-Z/6/142/11	καὶ χωρὶϲ παλαίϲτραϲ ἢ βαθείαϲ κόνεωϲ δύναται γίνεϲθαι καθ' ὁτιοῦν 
-Z/6/142/12	χωρίον ἐπίκροτον ὀρθῶν ἑϲτώτων· ὅϲα δὲ παλαίοντεϲ εἰϲ ἀλλήλουϲ 
-Z/6/142/13	δρῶϲιν ἀϲκοῦντεϲ τὸν τόνον, ἤτοι κόνεωϲ βαθείαϲ ἢ παλαίϲτραϲ δεῖται. 
-Z/6/142/14	ἔϲτι δὲ τὰ τοιάδε· περιπλέξαντεϲ τοῖϲ ἑαυτοῦ δύο ϲκέλεϲι τὸ ἕτερον 
-Z/6/143/1	ϲκέλοϲ τοῦ προϲπαλαίοντοϲ, ἔπειθ' ἅψαντεϲ πρὸϲ ἀλλήλαϲ τὼ χεῖρε, | 
-Z/6/143/2	τὴν μὲν ἐπὶ τὸν αὐχένα βιαίωϲ ἐρείδειν, ἥτιϲ ἂν ᾖ κατ' εὐθὺ τοῦ 
-Z/6/143/3	κατειλημμένου ϲκέλουϲ, τὴν δ' ἑτέραν ἐπὶ τὸν βραχίονα. δύναιτο δ' 
-Z/6/143/4	ἂν καὶ περὶ τὴν κεφαλὴν ἄκραν τὸ ἅμμα περιθεὶϲ ἀνακλᾶν εἰϲ τοὐ-
-Z/6/143/5	πίϲω βιαζόμενοϲ. τὰ τοιαῦτα γὰρ παλαίϲματα πρὸϲ εὐτονίαν ἑκάτερον 
-Z/6/143/6	τῶν παλαιόντων ἀϲκεῖ, καθάπερ γε καὶ ὅϲα ζώϲαντοϲ τοῖϲ ϲκέλεϲι 
-Z/6/143/7	θατέρου τὸ ἕτερον ἢ κατ' ἀμφοῖν ἄμφω καθέντοϲ γίνεται· καὶ γὰρ 
[0057]  [036]  []  []

-Z/6/143/8	καὶ ταῦτ' ἀμφότερα εἰϲ ῥώμην παραϲκευάζει. μυρία δὲ ἕτερα τοιαῦτα 
-Z/6/143/9	κατὰ παλαίϲτραν ἐϲτὶν εὔτονα γυμνάϲια, περὶ ὧν ἁπάντων τὴν ἐμ-
-Z/6/143/10	πειρίαν τε ἅμα καὶ τριβὴν ὁ παιδοτρίβηϲ ἔχει, ἕτεροϲ δέ τιϲ ὢν ὅδε 
-Z/6/143/11	τοῦ γυμναϲτοῦ, καθάπερ ὁ μάγειροϲ τοῦ ἰατροῦ. καί πωϲ ἔοικεν αὖ 
-Z/6/143/12	καὶ τοῦθ' ἡμῖν ἥκειν εἰϲ ϲκέμμα· περὶ οὗ λέλεκται μὲν ἤδη καὶ κατ' 
-Z/6/143/13	ἐκεῖνο τὸ βιβλίον, ὃ Θραϲύβουλον ἐπιγράφομεν, εἰρήϲεται δὲ καὶ νῦν 
-Z/6/143/14	ὅϲον αὔταρκεϲ εἰϲ τὰ παρόντα, πρότερόν γε διελθόντων ἡμῶν τὰϲ 
-Z/6/143/15	τῶν γυμναϲίων διαφοράϲ. ὅϲα μὲν οὖν εὔτονα, καὶ δὴ λέλεκται. |  
-Z/6/144/1	  Μεταβαίνειν δὲ ἤδη καιρὸϲ ἐπὶ τὰ ταχέα χωρὶϲ εὐτονίαϲ καὶ 
-Z/6/144/2	βίαϲ. δρόμοι δ' εἰϲὶ ταῦτα καὶ ϲκιομαχίαι καὶ ἀκροχειριϲμοὶ καὶ τὸ 
-Z/6/144/3	διὰ τοῦ κωρύκου τε καὶ τῆϲ ϲμικρᾶϲ ϲφαίραϲ γυμνάϲιον, ὅταν ἐκ διε-
-Z/6/144/4	ϲτώτων τε καὶ διαθεόντων γίνηται. τοιοῦτον δέ τι καὶ τὸ ἐκπλεθρί-
-Z/6/144/5	ζειν ἐϲτὶ καὶ τὸ πιτυλίζειν. τὸ μὲν ἐκπλεθρίζειν ἐϲτίν, ἐπειδάν τιϲ ἐν 
-Z/6/144/6	πλέθρῳ πρόϲω τε ἅμα καὶ ὀπίϲω διαθέων ἐν μέρει πολλάκιϲ ἐφ' ἑκά-
-Z/6/144/7	τερα χωρὶϲ καμπῆϲ ἀφαιρῇ τοῦ μήκουϲ ἑκάϲτοτε βραχὺ καὶ τελευτῶν 
-Z/6/144/8	εἰϲ ἓν καταϲτῇ βῆμα· τὸ δὲ πιτυλίζειν, ἐπειδὰν ἐπ' ἄκρων τῶν πο-
-Z/6/144/9	δῶν βεβηκὼϲ ἀνατείναϲ τὼ χεῖρε κινῇ τάχιϲτα, τὴν μὲν ὀπίϲω φέρων, 
-Z/6/144/10	τὴν δὲ πρόϲω. μάλιϲτα δὲ τοίχῳ προϲιϲτάμενοι γυμνάζονται τοῦτο 
-Z/6/144/11	τὸ γυμνάϲιον, ἵν', εἰ καί ποτε ϲφάλλοιντο, προϲαψάμενοι τοῦ τοίχου 
-Z/6/144/12	ῥᾳδίωϲ ὀρθῶνται· καὶ οὕτω δὴ γυμναζομένων λανθάνει τε τὰ ϲφάλ-
-Z/6/144/13	ματα καὶ ἀϲφαλέϲτερον γίνεται τὸ γυμνάϲιον. ὠκεῖαι δὲ κινήϲειϲ εἰϲίν, 
-Z/6/144/14	οὐ μὴν βίαιοί γε, καὶ ὅϲαι κατὰ παλαίϲτραν ἐπιτελοῦνται κυλινδου-
-Z/6/145/1	μένων ὀξέωϲ | μεθ' ἑτέρων τε καὶ καταμόναϲ. ἐγχωρεῖ δὲ καὶ ὀρθοὺϲ 
-Z/6/145/2	ἐνειλουμένουϲ τε ἅμα καὶ μεταβαλόνταϲ ἐν τάχει τὸν πέλαϲ ὀξὺ γυμ-
-Z/6/145/3	νάϲαϲθαι γυμνάϲιον. ἐγχωρεῖ δὲ καὶ διὰ τῶν ϲκελῶν μόνων ὀρθὸν 
-Z/6/145/4	ἐφ' ἑνὸϲ χωρίου γυμνάϲαϲθαι γυμνάϲιον ὀξύ, πολλάκιϲ μὲν εἰϲ τοὐ-
-Z/6/145/5	πίϲω μόνον ἐφαλλόμενον, ἔϲτιν ὅτε δὲ καὶ εἰϲ τούμπροϲθεν ἀναφέ-
-Z/6/145/6	ροντα τῶν ϲκελῶν ἑκάτερον ἐν μέρει. καὶ μὲν δὴ καὶ διὰ τῶν χειρῶν 
-Z/6/145/7	ἔϲτιν ὀξὺ γυμνάϲιον ὁμοιόρροπον γυμνάϲαϲθαι χωρὶϲ τοῦ κατέχειν 
-Z/6/145/8	ἁλτῆραϲ, ἐπιϲπεύδοντα τὰϲ κινήϲειϲ αὐτῶν εἰϲ πυκνότητά τε ἅμα καὶ 
-Z/6/145/9	τάχοϲ, εἴτε πὺξ ἐθέλοι τιϲ εἴτε καὶ χωρὶϲ πυγμῆϲ ἀναϲείειν ἁπλῶϲ. 
-Z/6/145/10	τοιοῦτον μὲν δή τι καὶ τὸ ταχὺ γυμνάϲιόν ἐϲτιν ἐν οἷϲ εἴπομεν 
-Z/6/145/11	εἴδεϲιν ἀφωριϲμένον. 
-Z/6/145/12	  ἐπὶ δὲ τὸ ϲφοδρὸν ἰέναι καιρόϲ. ἔϲτι δ', ὡϲ εἴρηται, τοῦτο ϲύν-
-Z/6/145/13	θετον ἐξ εὐτόνου τε καὶ ταχέοϲ. ὅϲα γὰρ εὔτονα τῶν γυμναϲίων 
-Z/6/145/14	εἴρηται, τούτοιϲ ἅπαϲιν ὡϲ ϲφοδροῖϲ ἄν τιϲ χρῷτο, ταχείαϲ κινήϲειϲ 
-Z/6/145/15	προϲτιθείϲ. οὐχ ἥκιϲτα δὲ καὶ τὰ τοιάδε γυμνάϲια ϲφοδρά, ϲκάψαι καὶ 
-Z/6/145/16	διϲκεῦϲαι [καὶ κινῆϲαι] καὶ πηδῆϲαι ϲυνεχῶϲ ἄνευ τοῦ διαναπαύεϲθαι. | 
-Z/6/146/1	οὕτω δὲ καὶ τὸ ἀκοντίζειν ὁτιοῦν τῶν βαρέων βελῶν ϲυνείροντα τὴν 
-Z/6/146/2	ἐνέργειαν ἢ βαρέϲιν ὅπλοιϲ ἐϲκεπαϲμένον ἐνεργεῖν ὀξέωϲ. ἀμέλει καὶ 
-Z/6/146/3	οἱ γυμναζόμενοι διά τινοϲ τῶν τοιούτων ἀναπαύονται κατὰ βραχύ. 
-Z/6/146/4	  καί ϲοι καὶ ἡ κατὰ τὸ ϲυνεχέϲ τε καὶ διαλεῖπον γυμνάϲιον ἤδη  
-Z/6/146/5	πωϲ γινωϲκέϲθω διαφορά. τὰ γὰρ εἰρημένα νῦν δὴ πάντα διαλείπον-
-Z/6/146/6	τεϲ μᾶλλον εἰ ϲχρείαν ἄγουϲι, καὶ μάλιϲθ' ὅϲα πόνοι τινέϲ εἰϲι καὶ ἔργα, 
-Z/6/146/7	μὴ μόνον γυμνάϲια, καθάπερ τὸ ἐρέϲϲειν τε καὶ ϲκάπτειν. ὅϲα δ' 
-Z/6/146/8	ἀϲθενέϲτερα τῶν γυμναϲίων ἐϲτίν, ἄνευ τοῦ διαναπαύεϲθαι γίνεται 
-Z/6/146/9	μᾶλλον, ὥϲπερ ὁ δόλιχόϲ τε καὶ αἱ ὁδοιπορίαι. 
-Z/6/146/10	  Ταῦτ' οὖν ἅπαντα γυμναϲίων ἐϲτὶν εἴδη, τάϲ γε νῦν εἰρη-
-Z/6/146/11	μέναϲ ἔχοντα διαφορὰϲ καὶ πρὸϲ τούτοιϲ ἔτι τὸ τὰ μὲν ὀϲφὺν μᾶλ-
-Z/6/146/12	λον ἢ χεῖραϲ ἢ ϲκέλη διαπονεῖν, τὰ δὲ τὴν ῥάχιν ὅλην ἢ τὸν θώρακα 
-Z/6/146/13	μόνον ἢ τὸν πνεύμονα. βάδιϲιϲ μέν γε καὶ δρόμοϲ ἴδια ϲκελῶν γυ-
-Z/6/146/14	μνάϲια, ἀκροχειριϲμοὶ δὲ καὶ ϲκιομαχίαι ἴδια χειρῶν, ὀϲφύοϲ δὲ τὸ ἐπι-
-Z/6/147/1	κύπτειν τε καὶ ἀνακύπτειν ϲυνεχῶϲ | ἢ αἴροντά τι βάροϲ ἀπὸ τῆϲ γῆϲ 
-Z/6/147/2	ἢ ἐν ταῖν χεροῖν βαϲτάζοντά τι διαπαντόϲ. ἔνιοι μὲν γὰρ καταθέντεϲ 
-Z/6/147/3	ἁλτῆραϲ ἐν τῷ πρόϲθεν διεϲτῶταϲ ἀλλήλων ὀργυιάν, εἶτ' ἐν τῷ μέϲῳ 
-Z/6/147/4	ϲτάντεϲ αὐτῶν ἀναιροῦνται προκύπτοντεϲ, τῇ μὲν δεξιᾷ χειρὶ τὸν ἐν 
-Z/6/147/5	τοῖϲ ἀριϲτεροῖϲ, τῇ δὲ ἀριϲτερᾷ τὸν ἐν τοῖϲ δεξιοῖϲ, καὶ αὖθιϲ ἑκάτερον 
-Z/6/147/6	εἰϲ τὴν οἰκείαν κατατίθενται χώραν καὶ τοῦτο δρῶϲιν ἐφεξῆϲ πολλάκιϲ 
-Z/6/147/7	ἀτρεμίζοντεϲ τῇ βάϲει. τὰ δὲ πλάγια μέρη τῆϲ ῥάχεωϲ ἡ κίνηϲιϲ ἥδε 
-Z/6/147/8	διαπονεῖ μᾶλλον, ὥϲπερ ἡ προειρημένη τὰ κατ' εὐθύ. θώρακοϲ δὲ καὶ 
-Z/6/147/9	πνεύμονοϲ αἱ μέγιϲται τῶν ἀναπνοῶν οἰκεῖα γυμνάϲια, καθάπερ γε καὶ 
-Z/6/147/10	αἱ μέγιϲται φωναὶ πρὸϲ τοῖϲ εἰρημένοιϲ ἁπάντων τῶν φωνητικῶν ὀρ-
-Z/6/147/11	γάνων. εἴρηται δ' ὁ κατάλογοϲ αὐτῶν ἐν τοῖϲ Περὶ φωνῆϲ ὑπομνή-
-Z/6/147/12	μαϲι. ἐπεὶ δ' ἐνταῦθα τοῦ λόγου γεγόναμεν, οὐ χεῖρον ὑπὲρ ἁπάντων 
-Z/6/147/13	διελθεῖν τῶν τοῦ ζῴου μορίων, ὅϲα τε κινήϲειϲ ἐναργεῖϲ ἔχει καὶ ὅϲα 
-Z/6/147/14	βραχείαϲ τε καὶ ἀμαυράϲ, καὶ τίνα μὲν ἐξ ἑαυτῶν κινεῖται, τίνα δὲ 
-Z/6/147/15	ὑφ' ἑτέρων· ἡ γὰρ τοιαύτη διαίρεϲιϲ οὐ ϲμικρὰν εὐπορίαν παρέξει 
-Z/6/148/1	τῷ γυμναϲτῇ πρὸϲ τὸ κινεῖν | ἅπαντα τοῦ ζῴου τὰ μόρια, ποτὲ μὲν 
-Z/6/148/2	ἐξ ἑαυτῶν τε καὶ κατὰ τὰϲ οἰκείαϲ δυνάμειϲ, ἔϲτιν ὅτε δ' ὑφ' ἑτέρων 
-Z/6/148/3	τε καὶ δι' ἑτέρων. αἱ μέν γε κατὰ προαίρεϲιν ἐνέργειαι πᾶϲαι μυῶν 
-Z/6/148/4	τε καὶ νεύρων καὶ τενόντων ἴδιαι κινήϲειϲ εἰϲίν· εἰ δὲ καὶ ϲφοδρό-
-Z/6/148/5	τεραι γίνοιντο, τὰ μὲν εἰρημένα μόρια πρῶτά τε καὶ μάλιϲτα γυμνά-
-Z/6/148/6	ζουϲι, κατὰ δέ τι ϲυμβεβηκὸϲ καὶ τὰϲ ἀρτηρίαϲ. ὀϲτᾶ δὲ καὶ φλέβαϲ 
-Z/6/148/7	καὶ ϲάρκαϲ καὶ ϲυνδέϲμουϲ καὶ τἆλλα ϲύμπαντα τοῦ ζῴου μόρια ϲυγκι-
-Z/6/148/8	νοῦϲιν ἴϲωϲ τοῖϲ προειρημένοιϲ. αἱ δ' ἄλλαι κινήϲειϲ ἐν τοῖϲ τῶν 
-Z/6/148/9	ζῴων ϲώμαϲιν, ὅϲαι μὴ κατὰ κοινὴν προαίρεϲιν, ἀλλ' ἤτοι φυϲικαί  
-Z/6/148/10	τινεϲ ἢ κατὰ τὰ τῆϲ ψυχῆϲ γίνονται πάθη, διτταὶ μέν εἰϲι κατὰ γένοϲ· 
-Z/6/148/11	αἱ μὲν ἕτεραι καρδίαϲ τε καὶ ἀρτηριῶν, αἱ δὲ ἕτεραι φλεβῶν τε καὶ 
-Z/6/148/12	ἥπατοϲ ἐνέργειαι, πρῶτον μὲν τούτων καὶ μάλιϲτα, δεύτερον δὲ τῶν 
-Z/6/148/13	ἄλλων ἁπάντων μορίων, ἐπειδὴ πάντα ταῖϲ τέτταρϲι φυϲικαῖϲ διοικεῖ-
-Z/6/148/14	ται δυνάμεϲιν. ἡ μὲν δὴ τῶν ἀρτηριῶν τε καὶ τῆϲ καρδίαϲ κίνηϲιϲ 
-Z/6/148/15	οὐκ ἔϲτιν ὅτ' ἐκλείπει τὸ πάμπαν, ἐπιτείνεται δὲ καὶ ἀνίεται κατὰ 
-Z/6/149/1	μέγεθοϲ καὶ ϲμικρότητα καὶ τάχοϲ καὶ βραδυτῆτα | καὶ ϲφοδρότητα καὶ 
-Z/6/149/2	ἀμυδρότητα παρὰ πολλὰϲ αἰτίαϲ, ἃϲ ϲυμπάϲαϲ μὲν ἐν τῇ Περὶ τῶν ἐν 
-Z/6/149/3	τοῖϲ ϲφυγμοῖϲ αἰτιῶν πραγματείᾳ διῆλθον, ἀρκεῖ δ' ἐν τῷ παρόντι τὰ 
-Z/6/149/4	κεφάλαια μόνον αὐτῶν εἰπεῖν τὰ πρῶτα. μία μὲν οὖν αἰτία τῆϲ τῶν 
-Z/6/149/5	ϲφυγμῶν μεταβολῆϲ ἐϲτιν αὔξηϲίϲ τε καὶ μείωϲιϲ τῆϲ ἐμφύτου θερμα-
-Z/6/149/6	ϲίαϲ, ἑτέρα δὲ ἡ κατὰ τὴν ποϲότητα τοῦ ψυχικοῦ πνεύματοϲ ἀνάλωϲιϲ, 
-Z/6/149/7	τρίτη δὲ ἡ κατὰ τὴν τῆϲ δυνάμεωϲ εὐρωϲτίαν τε καὶ ἀρρωϲτίαν, τε-
-Z/6/149/8	τάρτη δὲ ἡ κατὰ τὰ τῶν ὀργάνων πάθη. ἀλλὰ περὶ μὲν ταύτηϲ οὐ 
-Z/6/149/9	νῦν διδάϲκειν καιρόϲ· ἤδη γὰρ νοϲεῖν ἀνάγκη τὸ ζῷον ἐν τοῖϲ τοιού-
-Z/6/149/10	τοιϲ πάθεϲιν· αἱ δὲ ἄλλαι πᾶϲαι τῶν ϲφυγμῶν ἀλλοιώϲειϲ καὶ ἐν 
-Z/6/149/11	τοῖϲ ὑγιαίνουϲι γίνονται, παρὰ μὲν τὴν αὔξηϲίν τε καὶ μείωϲιν τῆϲ 
-Z/6/149/12	ἐμφύτου θερμότητοϲ αἵ τε παρὰ τὰϲ ὥραϲ καὶ τροφὰϲ καὶ πόματα 
-Z/6/149/13	καὶ λουτρὰ καὶ τρίψειϲ καὶ ὕπνουϲ καὶ ἐγρηγόρϲειϲ ἔτι τε τὰ ψυχικὰ 
-Z/6/149/14	πάθη καὶ τὰϲ κατὰ προαίρεϲιν ἐνεργείαϲ, ἡ δὲ παρὰ τὴν τοῦ ψυχι-
-Z/6/149/15	κοῦ πνεύματοϲ ἀνάλωϲιν ἐν ταῖϲ τῶν καθ' ὁρμὴν κινήϲεων διαφοραῖϲ, 
-Z/6/150/1	ἡ δὲ παρὰ τὴν τῆϲ δυνάμεωϲ εὐρωϲτίαν τε καὶ | ἀρρωϲτίαν ἐν ταῖϲ 
[0057]  [036]  []  []

-Z/6/150/2	εὐκραϲίαιϲ τε καὶ δυϲκραϲίαιϲ αὐτοῦ τοῦ ϲώματοϲ τῆϲ τε καρδίαϲ καὶ 
-Z/6/150/3	τῶν ἀρτηριῶν. ἡ δὲ τῶν φλεβῶν ἐνέργεια ϲὺν καὶ τοῖϲ ἄλλοιϲ ἅπα-
-Z/6/150/4	ϲιν ὀργάνοιϲ, ὅϲα περὶ τὴν τῆϲ τροφῆϲ οἰκονομίαν ὑπὸ τῆϲ φύϲεωϲ 
-Z/6/150/5	ἐγένετο, κατὰ τὰϲ ἐδωδάϲ τε καὶ πόϲειϲ, ἀναδόϲειϲ τε καὶ πέψειϲ καὶ 
-Z/6/150/6	θρέψειϲ ἀλλοιοῦται· μέροϲ δέ τι ταύτηϲ ἐϲτὶν κἀν ταῖϲ ἀρτηρίαιϲ. 
-Z/6/150/7	  ὅϲαι δὲ τῶν κινήϲεων οὔκ εἰϲιν ἐνέργειαι, τριττὴ τούτων ἡ δια-
-Z/6/150/8	φορά· τινὲϲ μὲν γὰρ ἐξ ἑαυτῶν τοῖϲ ζῴοιϲ ἐγγίνονται, τινὲϲ δὲ ἔξω-
